,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
1398,720254883,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,46,6,1,3,5877.0,1697,4180.0,1.058,2494,58,0.706,0.289,7.7279e-05,0.99992
1399,811980858,Existing Customer,36,M,0,Graduate,Married,$60K - $80K,Blue,31,5,1,2,7667.0,0,7667.0,0.632,1501,35,0.667,0.0,4.7263e-05,0.99995
1403,714580158,Existing Customer,26,M,0,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,2773.0,2080,693.0,0.695,3567,73,0.622,0.75,0.00015958,0.99984
1405,720511608,Existing Customer,38,F,0,Graduate,Married,Unknown,Blue,28,5,3,3,16049.0,799,15250.0,0.777,1989,33,0.571,0.05,0.0002596,0.99974
1411,787643658,Existing Customer,59,M,0,Graduate,Married,$60K - $80K,Blue,53,6,1,4,12554.0,2169,10385.0,0.529,1422,30,0.579,0.173,0.00013562,0.99986
1414,778401033,Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,13,3,3,4,14308.0,1889,12419.0,1.053,1659,39,1.167,0.132,0.00043049,0.99957
1427,710035008,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,24,3,2,4,3827.0,1397,2430.0,0.88,2491,64,1.0,0.365,0.00028814,0.99971
1436,710307933,Existing Customer,32,F,0,College,Single,Less than $40K,Blue,24,3,3,4,2917.0,2517,400.0,0.833,2471,60,0.875,0.863,0.00043053,0.99957
1441,712489158,Existing Customer,36,F,0,Uneducated,Single,Unknown,Blue,18,5,3,2,3667.0,948,2719.0,0.641,2781,59,0.844,0.259,0.00015871,0.99984
1448,780557658,Existing Customer,63,F,0,Uneducated,Married,Unknown,Blue,54,5,3,2,11827.0,0,11827.0,0.921,1395,37,0.609,0.0,0.00015871,0.99984
1462,771556308,Existing Customer,26,F,0,High School,Single,Less than $40K,Blue,13,6,3,4,3517.0,1195,2322.0,0.556,2255,48,0.5,0.34,0.00043049,0.99957
1472,710149008,Existing Customer,59,M,0,High School,Married,Less than $40K,Blue,47,6,3,4,1479.0,787,692.0,0.865,2139,70,0.556,0.532,0.00043049,0.99957
1476,713203908,Existing Customer,26,M,0,Uneducated,Single,$40K - $60K,Blue,15,4,1,3,2158.0,1695,463.0,0.766,1833,27,0.588,0.785,8.1736e-05,0.99992
1484,802087683,Existing Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,26,6,2,3,5478.0,1491,3987.0,1.304,2456,55,0.571,0.272,0.0001933,0.99981
1488,779126658,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,13,5,1,2,5655.0,0,5655.0,0.842,2312,61,0.649,0.0,4.7263e-05,0.99995
1489,793222008,Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,26,5,2,3,5397.0,1784,3613.0,0.904,2056,49,0.633,0.331,0.0001597,0.99984
1496,710749458,Existing Customer,64,F,0,Doctorate,Married,Less than $40K,Blue,53,4,1,3,5462.0,1864,3598.0,0.67,1523,35,0.667,0.341,0.00011504,0.99988
1502,789282333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,51,3,3,3,10826.0,1274,9552.0,0.602,1355,34,0.619,0.118,0.0002596,0.99974
1503,811571733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,13,4,2,2,2600.0,1876,724.0,0.606,2625,45,0.364,0.722,0.00010736,0.99989
1513,710391258,Existing Customer,27,M,0,Graduate,Married,$40K - $60K,Blue,36,3,2,4,11473.0,829,10644.0,0.707,2147,41,0.519,0.072,0.00028024,0.99972
1523,787509408,Existing Customer,26,M,0,College,Single,Unknown,Blue,13,6,3,2,2347.0,0,2347.0,0.863,2595,56,0.333,0.0,0.00015007,0.99985
1533,779611008,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,18,4,3,4,4532.0,0,4532.0,0.734,1885,55,0.528,0.0,0.00044282,0.99956
1538,813990483,Existing Customer,27,F,0,High School,Married,Less than $40K,Blue,22,4,1,2,1864.0,1384,480.0,0.904,1662,32,0.391,0.742,4.5946e-05,0.99995
1552,713725683,Existing Customer,36,F,0,College,Single,Less than $40K,Blue,27,6,3,2,3282.0,1843,1439.0,0.625,2614,79,0.646,0.562,0.00015007,0.99985
1554,816033783,Existing Customer,26,M,0,High School,Single,$60K - $80K,Blue,21,6,2,3,1672.0,957,715.0,0.576,2099,34,0.417,0.572,0.0001597,0.99984
1557,713983308,Existing Customer,60,M,0,Post-Graduate,Married,$60K - $80K,Blue,49,5,1,4,3182.0,1928,1254.0,0.509,1233,35,0.4,0.606,0.00015958,0.99984
1560,711285633,Existing Customer,33,F,0,Unknown,Single,Unknown,Blue,36,6,1,3,2735.0,1769,966.0,1.465,3306,71,0.972,0.647,8.7379e-05,0.99991
1565,808292958,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,20,6,2,3,1438.3,495,943.3,1.062,2546,40,0.333,0.344,0.00016428,0.99984
1568,717385983,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,21,6,6,2,2490.0,0,2490.0,0.859,1645,30,0.667,0.0,0.00012185,0.99988
1573,712576908,Existing Customer,30,M,0,High School,Married,$60K - $80K,Blue,36,5,2,4,4516.0,2252,2264.0,0.889,1819,24,0.846,0.499,0.00027243,0.99973
1575,721464783,Existing Customer,62,F,0,Graduate,Married,Less than $40K,Blue,36,3,2,2,1764.0,1540,224.0,0.937,2094,47,0.958,0.873,9.7673e-05,0.9999
1585,711329658,Existing Customer,30,M,0,High School,Married,$120K +,Blue,13,3,1,4,9007.0,1965,7042.0,0.698,1925,42,0.448,0.218,0.00013184,0.99987
1589,708083283,Attrited Customer,58,M,0,Unknown,Single,$40K - $60K,Blue,45,3,1,3,3421.0,2517,904.0,0.992,992,21,0.4,0.736,0.98869,0.01131
1590,719431608,Existing Customer,63,F,0,College,Married,$40K - $60K,Blue,53,6,1,4,3118.0,1528,1590.0,0.604,1291,24,0.6,0.49,0.00013185,0.99987
1592,714248733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,13,4,1,2,4395.0,1240,3155.0,0.662,2272,46,0.438,0.282,5.1951e-05,0.99995
1601,717599283,Existing Customer,57,M,0,Doctorate,Married,$60K - $80K,Blue,36,3,1,2,5335.0,1206,4129.0,0.69,1844,49,0.75,0.226,6.8395e-05,0.99993
1603,712730583,Existing Customer,29,M,0,Uneducated,Married,$60K - $80K,Blue,20,5,2,3,8592.0,1201,7391.0,0.778,1842,50,0.852,0.14,0.00016891,0.99983
1608,713307708,Existing Customer,64,F,0,Unknown,Married,$40K - $60K,Blue,55,6,3,2,2895.0,2517,378.0,0.322,1541,37,0.609,0.869,0.00016966,0.99983
1613,717130383,Existing Customer,50,M,0,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,2334.0,707,1627.0,0.561,1386,30,0.5,0.303,0.00026692,0.99973
1614,720770883,Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue,56,5,3,3,1438.3,0,1438.3,0.76,2249,61,0.564,0.0,0.0002596,0.99974
1633,720668358,Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,46,3,3,3,1648.0,997,651.0,0.776,1776,36,0.565,0.605,0.00026692,0.99973
1634,778708533,Attrited Customer,26,F,0,High School,Single,$40K - $60K,Blue,13,2,2,4,1730.0,1616,114.0,0.331,869,27,0.286,0.934,0.99634,0.00365621
1638,781326483,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,25,6,1,2,8673.0,0,8673.0,0.876,2457,58,0.933,0.0,4.7263e-05,0.99995
1644,789247458,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6,2,3,2801.0,1472,1329.0,1.027,2467,54,0.8,0.526,0.00016428,0.99984
1655,713259858,Attrited Customer,26,M,0,High School,Single,$40K - $60K,Blue,15,3,1,3,3324.0,0,3324.0,0.537,982,22,0.692,0.0,0.98723,0.01277
1661,713216883,Existing Customer,64,F,0,Unknown,Married,Less than $40K,Blue,55,4,3,4,3500.0,1904,1596.0,1.182,2003,41,0.952,0.544,0.00048673,0.99951
1672,811005858,Existing Customer,33,F,0,Unknown,Married,Less than $40K,Blue,28,4,2,4,1438.3,0,1438.3,0.916,2914,70,0.591,0.0,0.00030803,0.99969
1683,789701658,Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,13,5,2,2,2047.0,1196,851.0,0.623,2180,33,0.941,0.584,9.496e-05,0.99991
1687,779686683,Existing Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue,13,5,3,2,2902.0,1668,1234.0,0.621,2088,34,0.478,0.575,0.00018162,0.99982
1689,713241033,Existing Customer,34,M,0,Graduate,Married,$60K - $80K,Blue,26,4,3,3,5175.0,977,4198.0,1.705,2405,49,0.885,0.189,0.0002596,0.99974
1695,720241758,Existing Customer,55,M,0,Doctorate,Married,$80K - $120K,Blue,36,3,1,3,8276.0,1671,6605.0,0.359,1409,25,0.25,0.202,0.00011504,0.99988
1709,714421233,Existing Customer,54,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,5399.0,1723,3676.0,0.765,1292,34,0.889,0.319,0.00044282,0.99956
1711,812788233,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,21,4,1,4,6315.0,1305,5010.0,0.542,2205,43,0.265,0.207,0.00013562,0.99986
1723,808681158,Existing Customer,57,M,0,Graduate,Married,$80K - $120K,Blue,52,4,6,4,2564.0,2379,185.0,0.358,1343,35,0.296,0.928,0.00034959,0.99965
1726,794562783,Existing Customer,28,F,0,Unknown,Single,Unknown,Blue,13,5,3,2,21691.0,661,21030.0,0.767,2534,51,0.962,0.03,0.00016966,0.99983
1736,709035708,Existing Customer,38,F,0,Unknown,Married,Less than $40K,Blue,36,4,2,3,1841.0,1246,595.0,0.759,1819,35,0.522,0.677,0.00018057,0.99982
1745,771234558,Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue,56,6,3,2,7478.0,0,7478.0,0.847,2213,62,0.771,0.0,0.00015435,0.99985
1746,820288233,Existing Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,20,4,3,4,1438.3,0,1438.3,0.764,2731,39,0.5,0.0,0.00045531,0.99954
1747,717511533,Existing Customer,28,M,0,Graduate,Single,Less than $40K,Blue,36,4,2,4,1707.0,1191,516.0,0.669,2950,87,0.977,0.698,0.00028024,0.99972
1749,712495233,Existing Customer,31,F,0,Uneducated,Married,Less than $40K,Blue,19,5,3,2,2370.0,1699,671.0,0.889,2411,53,0.656,0.717,0.00015871,0.99984
1752,804668658,Attrited Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,20,3,2,4,1438.3,0,1438.3,0.506,947,20,0.053,0.0,0.99654,0.00345754
1754,717499083,Existing Customer,35,M,0,Unknown,Single,$60K - $80K,Blue,36,3,1,2,17236.0,0,17236.0,0.958,3013,78,0.696,0.0,5.1951e-05,0.99995
1758,709150608,Existing Customer,30,F,0,Unknown,Married,Less than $40K,Blue,19,5,1,4,2898.0,0,2898.0,1.154,2632,64,0.778,0.0,0.00014907,0.99985
1759,788259558,Existing Customer,59,M,0,Unknown,Married,Less than $40K,Blue,51,5,3,4,1570.0,1028,542.0,0.742,1430,28,1.333,0.655,0.00048673,0.99951
1760,802464033,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,6,3,3,4460.0,1262,3198.0,0.898,1877,41,0.783,0.283,0.0002596,0.99974
1768,720371733,Existing Customer,58,F,0,Graduate,Married,Less than $40K,Blue,47,5,3,2,2232.0,786,1446.0,0.435,1395,39,0.345,0.352,0.00015435,0.99985
1774,710594358,Existing Customer,28,F,0,Unknown,Single,Less than $40K,Silver,36,4,3,4,14910.0,873,14037.0,0.737,2560,72,0.674,0.059,0.00043981,0.99956
1775,709730508,Existing Customer,39,F,0,High School,Single,Unknown,Blue,27,6,3,3,17531.0,0,17531.0,0.8,4563,61,0.743,0.0,0.00025237,0.99975
1781,713770383,Existing Customer,29,F,0,Uneducated,Divorced,Less than $40K,Blue,19,5,4,4,2926.0,0,2926.0,0.84,2775,74,1.114,0.0,0.00055021,0.99945
1784,714832383,Existing Customer,35,M,0,High School,Single,$80K - $120K,Gold,29,6,2,3,34516.0,1965,32551.0,1.044,2949,70,1.0,0.057,0.00018399,0.99982
1788,764776833,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,54,3,3,2,3077.0,1646,1431.0,0.456,1523,30,0.579,0.535,0.00015435,0.99985
1797,717551358,Existing Customer,63,M,0,Graduate,Married,$60K - $80K,Blue,55,4,1,4,3556.0,2517,1039.0,0.983,2279,56,0.6,0.708,0.00013562,0.99986
1809,717138558,Existing Customer,28,M,0,Post-Graduate,Married,$40K - $60K,Blue,16,5,1,3,3665.0,0,3665.0,0.737,1813,31,0.409,0.0,9.3538e-05,0.99991
1817,719952408,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,36,3,3,2,2550.0,1623,927.0,0.65,1870,51,0.275,0.636,0.00015435,0.99985
1825,712004208,Existing Customer,65,M,0,Graduate,Single,Less than $40K,Blue,56,3,3,2,3422.0,0,3422.0,0.929,1973,59,0.686,0.0,0.00015435,0.99985
1830,816013383,Attrited Customer,65,F,0,Graduate,Divorced,Less than $40K,Blue,56,3,6,3,6184.0,0,6184.0,1.016,1712,27,0.286,0.0,0.99515,0.00485493
1844,720904233,Existing Customer,53,M,0,Graduate,Married,$80K - $120K,Blue,41,3,3,2,16033.0,560,15473.0,0.963,1158,31,1.067,0.035,0.00015435,0.99985
1849,712643358,Existing Customer,59,F,0,High School,Married,Less than $40K,Blue,49,6,2,4,2833.0,1609,1224.0,0.78,1335,23,1.3,0.568,0.00027243,0.99973
1850,716686158,Existing Customer,59,F,0,Post-Graduate,Married,Less than $40K,Blue,49,5,2,3,1479.0,601,878.0,0.607,1621,32,0.6,0.406,0.0001933,0.99981
1852,721344858,Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,13,4,4,4,2237.0,451,1786.0,0.837,2192,36,0.44,0.202,0.00055021,0.99945
1859,789433758,Existing Customer,36,M,0,College,Married,$80K - $120K,Blue,27,3,3,2,6338.0,2379,3959.0,0.624,1715,39,0.5,0.375,0.00015007,0.99985
1860,785011383,Attrited Customer,36,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,1,3,4,2190.0,0,2190.0,0.908,1412,38,0.583,0.0,0.99781,0.00219052
1865,710387583,Existing Customer,55,M,0,High School,Married,$80K - $120K,Blue,35,5,1,4,3864.0,1901,1963.0,0.289,1018,32,0.391,0.492,0.00013184,0.99987
1867,711224733,Attrited Customer,32,M,0,High School,Married,$120K +,Blue,27,3,3,4,22382.0,0,22382.0,0.418,695,10,0.25,0.0,0.99768,0.00231656
1872,712868733,Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,52,5,1,2,2595.0,2189,406.0,0.276,1562,27,0.174,0.844,4.8595e-05,0.99995
1889,789760233,Existing Customer,29,M,0,Unknown,Divorced,$80K - $120K,Blue,14,6,3,3,3544.0,0,3544.0,0.718,2435,63,1.032,0.0,0.00028535,0.99971
1890,712058958,Existing Customer,28,M,0,High School,Single,Less than $40K,Blue,19,3,3,4,3480.0,0,3480.0,0.731,2744,75,0.829,0.0,0.00043049,0.99957
1891,708295533,Existing Customer,65,F,0,Post-Graduate,Married,Less than $40K,Blue,56,5,3,2,3549.0,1880,1669.0,0.624,1215,22,0.571,0.53,0.00018162,0.99982
1906,779465358,Existing Customer,26,F,0,High School,Single,Unknown,Blue,13,4,3,3,3038.0,1460,1578.0,0.98,2243,38,0.462,0.481,0.00025237,0.99975
1908,710934033,Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,13,6,1,4,1775.0,1162,613.0,0.93,2169,43,0.536,0.655,0.00013184,0.99987
1916,710633808,Existing Customer,26,M,0,Graduate,Single,$60K - $80K,Blue,13,3,3,3,7102.0,0,7102.0,0.537,2411,41,0.281,0.0,0.0002596,0.99974
1925,771040758,Existing Customer,62,F,0,Graduate,Single,Unknown,Silver,49,5,1,2,30310.0,0,30310.0,0.777,3703,91,0.492,0.0,4.2705e-05,0.99996
1929,719452308,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,23,5,2,3,2498.0,1632,866.0,0.712,2048,35,1.188,0.653,0.00016428,0.99984
1943,711782733,Existing Customer,55,M,0,Graduate,Married,$40K - $60K,Blue,36,3,3,2,3097.0,827,2270.0,0.511,1390,24,0.263,0.267,0.00015435,0.99985
1960,772202058,Existing Customer,64,M,0,Graduate,Married,Less than $40K,Blue,53,3,3,4,2084.0,1647,437.0,0.664,1597,37,0.542,0.79,0.00044282,0.99956
1963,778407033,Existing Customer,59,F,0,Uneducated,Married,Less than $40K,Blue,39,6,3,4,2417.0,1932,485.0,1.044,2367,50,0.786,0.799,0.00045531,0.99954
1972,713663508,Attrited Customer,58,M,0,High School,Unknown,$40K - $60K,Blue,42,3,2,3,1438.3,0,1438.3,0.835,1088,22,1.444,0.0,0.99378,0.00622
1977,710375283,Existing Customer,26,F,0,Uneducated,Single,$40K - $60K,Blue,18,4,3,2,2033.0,1471,562.0,0.672,2236,55,0.41,0.724,0.00015871,0.99984
1979,713767383,Existing Customer,32,F,0,High School,Married,$40K - $60K,Blue,22,4,2,2,2062.0,1665,397.0,1.276,2397,41,0.64,0.807,9.4951e-05,0.99991
1985,819966033,Existing Customer,32,M,0,Graduate,Single,Unknown,Blue,27,6,3,3,9238.0,0,9238.0,0.809,2522,68,0.478,0.0,0.0002596,0.99974
1987,793355508,Existing Customer,32,M,0,Graduate,Single,Less than $40K,Blue,26,6,3,3,6942.0,0,6942.0,0.544,2657,71,0.69,0.0,0.0002596,0.99974
1990,780689733,Existing Customer,65,M,0,Unknown,Single,Unknown,Blue,56,3,2,2,11332.0,633,10699.0,1.514,2758,56,1.24,0.056,0.00010736,0.99989
1992,714902283,Existing Customer,43,M,0,High School,Married,$80K - $120K,Blue,36,5,3,3,7866.0,0,7866.0,0.747,2843,53,0.828,0.0,0.00025237,0.99975
1999,789777408,Attrited Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue,15,3,2,3,1442.0,1428,14.0,0.496,1134,26,0.238,0.99,0.99485,0.00515
2008,717730533,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6,1,3,1614.0,925,689.0,0.598,2659,63,0.75,0.573,7.9494e-05,0.99992
2015,714211533,Existing Customer,31,M,0,Graduate,Divorced,Less than $40K,Blue,36,4,3,2,3312.0,2491,821.0,0.62,2670,50,0.667,0.752,0.00015435,0.99985
2043,720181758,Attrited Customer,37,M,0,Doctorate,Married,$120K +,Blue,22,3,3,4,8654.0,0,8654.0,0.446,850,18,0.385,0.0,0.99844,0.00155735
2056,714516783,Existing Customer,54,F,0,Graduate,Divorced,Less than $40K,Silver,36,4,3,1,12547.0,1378,11169.0,1.12,3360,56,0.75,0.11,8.411e-05,0.99992
2062,815104608,Existing Customer,28,F,0,Graduate,Divorced,Less than $40K,Blue,23,5,1,3,3818.0,584,3234.0,0.7,2947,87,0.706,0.153,7.9494e-05,0.99992
2064,714159858,Existing Customer,57,M,0,Graduate,Married,$40K - $60K,Blue,48,4,2,2,5387.0,2047,3340.0,0.579,1546,36,0.5,0.38,9.7673e-05,0.9999
2066,712204308,Existing Customer,33,M,0,Unknown,Single,$40K - $60K,Blue,36,6,1,1,10023.0,504,9519.0,0.942,2878,65,0.625,0.05,3.1329e-05,0.99997
2075,793952133,Existing Customer,32,F,0,High School,Married,Less than $40K,Blue,26,6,2,3,2778.0,2312,466.0,0.727,1680,33,1.062,0.832,0.0001597,0.99984
2088,712187808,Existing Customer,27,M,0,Uneducated,Married,$40K - $60K,Blue,15,4,3,4,3682.0,0,3682.0,0.685,1826,35,0.75,0.0,0.00045531,0.99954
2090,714892533,Existing Customer,26,M,0,Unknown,Single,Unknown,Blue,16,5,3,2,3877.0,0,3877.0,0.773,2473,33,0.833,0.0,0.00016966,0.99983
2104,795052083,Existing Customer,63,F,0,Uneducated,Single,$40K - $60K,Blue,56,3,6,4,1438.3,0,1438.3,0.864,3630,71,0.578,0.0,0.00035944,0.99964
2114,715800708,Existing Customer,60,F,0,Uneducated,Married,Less than $40K,Blue,49,3,1,2,3955.0,2000,1955.0,0.425,1560,43,0.483,0.506,4.8595e-05,0.99995
2115,719996958,Existing Customer,29,F,0,Uneducated,Single,Less than $40K,Blue,23,5,3,4,7997.0,0,7997.0,0.935,2208,56,0.806,0.0,0.00045531,0.99954
2120,719131533,Existing Customer,29,F,0,Post-Graduate,Divorced,Less than $40K,Blue,17,3,2,4,2585.0,2008,577.0,1.266,3519,73,0.622,0.777,0.00032974,0.99967
2125,810201783,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,17,5,3,3,3119.0,1328,1791.0,0.722,2740,62,0.512,0.426,0.0002596,0.99974
2134,711142308,Existing Customer,37,M,0,High School,Divorced,$40K - $60K,Blue,36,3,1,5,3091.0,0,3091.0,0.665,2572,65,0.548,0.0,0.00022813,0.99977
2137,721014858,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,53,4,1,2,2942.0,2022,920.0,0.537,1479,28,0.217,0.687,4.7263e-05,0.99995
2138,710363433,Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,36,6,3,3,2735.0,1348,1387.0,0.805,2441,58,0.45,0.493,0.00025237,0.99975
2149,718777008,Existing Customer,59,M,0,High School,Married,$80K - $120K,Blue,47,5,1,2,3278.0,1306,1972.0,0.399,1374,32,0.391,0.398,4.5946e-05,0.99995
2153,757881258,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,24,6,2,2,4232.0,2092,2140.0,0.604,2565,69,0.865,0.494,9.7673e-05,0.9999
2157,709710783,Existing Customer,35,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,5931.0,0,5931.0,0.668,2730,71,0.614,0.0,0.00043049,0.99957
2169,718181433,Existing Customer,65,F,0,Uneducated,Single,Less than $40K,Blue,56,6,1,2,8705.0,1453,7252.0,1.11,2688,88,0.956,0.167,4.8595e-05,0.99995
2170,714460683,Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,56,3,3,5,3838.0,1736,2102.0,0.445,1467,29,0.706,0.452,0.00074474,0.99926
2173,713800158,Existing Customer,58,M,0,High School,Married,$80K - $120K,Blue,36,6,3,2,2994.0,2351,643.0,0.469,1540,32,0.185,0.785,0.00015005,0.99985
2214,813200058,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2,5,6500.0,1786,4714.0,0.524,1497,27,0.35,0.275,0.00048486,0.99952
2219,768655158,Existing Customer,29,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,6224.0,1092,5132.0,0.919,2222,39,0.56,0.175,0.00016966,0.99983
2223,715366083,Attrited Customer,52,F,0,Doctorate,Single,Less than $40K,Blue,36,2,2,3,1438.3,978,460.3,0.773,947,33,0.571,0.68,0.99581,0.00418811
2231,719161683,Existing Customer,64,F,0,Unknown,Married,Unknown,Blue,55,4,1,4,2508.0,1580,928.0,0.44,1607,44,0.419,0.63,0.00014907,0.99985
2237,717192933,Existing Customer,55,M,0,Graduate,Married,$120K +,Blue,42,3,2,1,8302.0,2517,5785.0,0.661,1576,34,0.789,0.303,5.8902e-05,0.99994
2242,719415858,Existing Customer,29,M,0,College,Divorced,Unknown,Blue,15,6,3,2,3107.0,1720,1387.0,0.661,2460,71,0.69,0.554,0.00015007,0.99985
2243,719385558,Existing Customer,62,F,0,College,Married,$40K - $60K,Blue,49,6,1,2,1438.3,0,1438.3,0.757,1281,32,1.0,0.0,4.595e-05,0.99995
2246,757753083,Existing Customer,44,F,0,Graduate,Married,Less than $40K,Silver,36,5,3,2,10110.0,1229,8881.0,0.65,4063,74,0.48,0.122,0.00013947,0.99986
2254,708185208,Existing Customer,27,M,0,Graduate,Single,$40K - $60K,Blue,16,4,1,2,3178.0,1118,2060.0,0.643,2010,31,0.55,0.352,4.7263e-05,0.99995
2257,713237958,Existing Customer,34,M,0,Graduate,Married,$40K - $60K,Blue,17,4,1,4,2638.0,2092,546.0,0.591,1868,43,0.344,0.793,0.00013562,0.99986
2260,778942233,Existing Customer,60,F,0,Doctorate,Married,Less than $40K,Blue,45,5,2,4,1438.3,648,790.3,0.477,1267,27,1.077,0.451,0.0004055,0.99959
2265,787463508,Attrited Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,5,2,4,2469.0,2410,59.0,0.544,1027,20,0.176,0.976,0.99645,0.0035547
2274,780219483,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,51,4,2,1,2250.0,1041,1209.0,0.678,1339,28,0.867,0.463,5.8902e-05,0.99994
2282,710458758,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,53,5,3,5,4161.0,2491,1670.0,0.41,1203,30,0.579,0.599,0.00076607,0.99923
2283,719494983,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,15,6,3,3,2740.0,2069,671.0,0.418,1997,44,0.419,0.755,0.0002596,0.99974
2284,710586483,Attrited Customer,26,F,0,High School,Single,Unknown,Blue,13,1,2,4,6152.0,0,6152.0,0.391,968,23,0.533,0.0,0.99634,0.00365621
2288,781089708,Existing Customer,30,M,0,Graduate,Divorced,$80K - $120K,Blue,23,6,1,2,26783.0,1285,25498.0,0.59,2495,46,0.769,0.048,4.7263e-05,0.99995
2290,815288583,Existing Customer,32,M,0,Graduate,Married,$40K - $60K,Blue,27,3,3,2,4815.0,1591,3224.0,1.409,2501,36,0.714,0.33,0.00015435,0.99985
2296,709785783,Attrited Customer,35,F,0,Graduate,Single,Less than $40K,Blue,25,5,3,4,2300.0,0,2300.0,0.877,1485,34,0.478,0.0,0.99775,0.00225216
2297,809290308,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,26,3,1,1,3540.0,1173,2367.0,1.106,1912,45,0.667,0.331,2.8501e-05,0.99997
2301,719207733,Existing Customer,61,F,0,High School,Married,Less than $40K,Blue,53,5,2,0,3396.0,802,2594.0,0.548,1418,36,0.5,0.236,3.5025e-05,0.99996
2302,715533108,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,20,4,3,4,4712.0,955,3757.0,0.855,2568,62,0.59,0.203,0.00045531,0.99954
2312,825756333,Existing Customer,55,F,0,Uneducated,Married,Less than $40K,Blue,51,4,3,1,2041.0,1885,156.0,0.587,2118,48,0.778,0.924,9.5711e-05,0.9999
2322,709794333,Existing Customer,29,M,0,Graduate,Married,Less than $40K,Blue,19,6,2,4,2827.0,1430,1397.0,0.885,1608,30,1.308,0.506,0.00028024,0.99972
2325,808909008,Existing Customer,61,M,0,Post-Graduate,Married,Less than $40K,Blue,56,6,3,4,1438.3,0,1438.3,0.589,1448,31,0.292,0.0,0.00052102,0.99948
2329,715220508,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,22,4,2,1,3273.0,2517,756.0,1.465,2726,57,0.727,0.769,5.7261e-05,0.99994
2333,716823408,Existing Customer,65,M,0,Doctorate,Single,Unknown,Blue,56,3,2,2,28410.0,1608,26802.0,0.913,2278,77,1.139,0.057,0.00014134,0.99986
