,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
1698,713358633,Existing Customer,30,M,1,Graduate,Single,$60K - $80K,Blue,36,6,1,2,11371.0,1015,10356.0,1.483,2768,68,0.889,0.089,5.1697e-05,0.99995
1699,720392433,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,6,6,2,2857.0,2517,340.0,0.871,1869,47,0.567,0.881,0.0001465,0.99985
1701,821370858,Existing Customer,39,M,1,Graduate,Married,$40K - $60K,Blue,35,5,3,4,6690.0,1884,4806.0,0.791,1734,39,0.625,0.282,0.00048435,0.99952
1705,779612808,Existing Customer,61,M,1,Graduate,Married,$40K - $60K,Blue,50,6,2,4,2531.0,2360,171.0,0.955,1263,35,0.591,0.932,0.00030653,0.99969
1706,716692683,Existing Customer,31,M,1,College,Single,$40K - $60K,Blue,22,4,1,3,9096.0,0,9096.0,0.768,2318,54,0.688,0.0,8.4537e-05,0.99992
1715,713910108,Existing Customer,38,M,1,Graduate,Married,$80K - $120K,Blue,28,3,2,3,3946.0,2375,1571.0,0.921,1646,43,0.536,0.602,0.00017969,0.99982
1719,717678408,Existing Customer,61,F,1,Doctorate,Married,$40K - $60K,Blue,47,4,2,4,8633.0,2517,6116.0,0.681,2066,51,0.457,0.292,0.00044353,0.99956
1724,718867683,Existing Customer,64,M,1,Unknown,Married,Less than $40K,Blue,55,4,3,4,2720.0,1904,816.0,0.634,1613,43,0.344,0.7,0.00053237,0.99947
1727,708208758,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,45,6,3,2,1826.0,883,943.0,0.953,2199,48,1.0,0.484,0.00016883,0.99983
1728,794504658,Existing Customer,39,M,1,Unknown,Married,$60K - $80K,Blue,24,6,3,0,5746.0,1829,3917.0,0.649,1562,44,0.913,0.318,6.846e-05,0.99993
1733,712765158,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,15,5,3,3,2539.0,2162,377.0,0.635,2386,47,0.382,0.852,0.00027604,0.99972
1737,720662508,Existing Customer,39,M,1,Graduate,Married,$120K +,Blue,25,6,3,2,5764.0,1529,4235.0,1.356,1972,38,0.52,0.265,0.00016883,0.99983
1742,719818983,Attrited Customer,39,M,1,College,Divorced,$80K - $120K,Blue,28,1,3,4,12464.0,0,12464.0,0.864,1195,35,0.522,0.0,0.99788,0.00211807
1743,716349183,Existing Customer,58,F,1,Uneducated,Married,Unknown,Blue,36,5,2,3,4784.0,0,4784.0,0.905,2160,54,0.929,0.0,0.00018475,0.99982
1744,710067183,Existing Customer,28,M,1,High School,Single,Less than $40K,Blue,36,5,2,3,1950.0,0,1950.0,0.803,2074,81,0.8,0.0,0.00017468,0.99983
1748,711642108,Existing Customer,30,F,1,Uneducated,Married,Unknown,Blue,13,5,2,2,4016.0,917,3099.0,1.246,2572,35,0.591,0.228,0.00010985,0.99989
1756,718971333,Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,20,5,3,2,13206.0,925,12281.0,0.766,2342,51,1.318,0.07,0.00016883,0.99983
1763,713413758,Existing Customer,26,F,1,College,Single,Unknown,Blue,16,4,3,3,2751.0,1599,1152.0,0.694,2270,44,0.333,0.581,0.00027607,0.99972
1773,718415133,Existing Customer,38,M,1,Uneducated,Married,$80K - $120K,Blue,25,6,1,3,11352.0,0,11352.0,1.324,1601,34,1.125,0.0,8.9404e-05,0.99991
1779,787543008,Existing Customer,37,M,1,Graduate,Single,$40K - $60K,Blue,27,5,3,4,3851.0,1695,2156.0,0.717,2349,61,0.968,0.44,0.00048435,0.99952
1783,720145683,Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,42,3,2,2,2987.0,2517,470.0,0.479,1617,35,0.75,0.843,0.00010387,0.9999
1787,716277558,Existing Customer,45,F,1,Uneducated,Single,Less than $40K,Blue,36,4,3,4,3281.0,1961,1320.0,0.744,1779,47,0.808,0.598,0.000498,0.9995
1794,720610008,Attrited Customer,59,M,1,College,Married,$120K +,Blue,50,1,5,4,15796.0,812,14984.0,0.719,1339,23,0.15,0.051,0.9981,0.00189674
1796,714111333,Existing Customer,55,M,1,High School,Married,$60K - $80K,Blue,46,6,1,3,5381.0,0,5381.0,0.746,1910,38,1.0,0.0,8.453e-05,0.99992
1798,813573333,Existing Customer,60,M,1,High School,Married,Less than $40K,Blue,55,5,1,4,2661.0,1466,1195.0,0.631,1354,25,0.316,0.551,0.00014421,0.99986
1801,710893533,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,42,4,1,4,8329.0,877,7452.0,0.432,1570,56,0.333,0.105,0.00016305,0.99984
1803,719628033,Existing Customer,33,F,1,Post-Graduate,Married,Unknown,Blue,36,5,3,3,4134.0,1130,3004.0,1.222,2475,52,0.926,0.273,0.00033411,0.99967
1804,712043433,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,36,5,2,2,11329.0,1180,10149.0,0.648,1213,33,0.571,0.104,0.00010684,0.99989
1805,769095558,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,53,3,2,2,9055.0,1560,7495.0,0.696,1755,45,0.8,0.172,0.0001546,0.99985
1806,816094233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,32,6,2,2,17393.0,1409,15984.0,0.608,1692,38,0.652,0.081,0.00010386,0.9999
1812,712617408,Existing Customer,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,5,3,3,13734.0,0,13734.0,0.855,2566,74,0.762,0.0,0.00033411,0.99967
1829,712064358,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,36,6,3,4,2507.0,1544,963.0,0.906,1999,34,0.789,0.616,0.00048435,0.99952
1833,709422183,Existing Customer,58,F,1,Graduate,Married,Less than $40K,Blue,46,4,2,2,2203.0,1394,809.0,0.57,1788,45,0.364,0.633,0.00010684,0.99989
1835,809941233,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,48,4,1,3,3074.0,2390,684.0,0.421,1377,38,0.583,0.777,8.6952e-05,0.99991
1837,819002508,Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue,26,4,1,2,2037.0,0,2037.0,0.88,2563,64,0.641,0.0,5.6825e-05,0.99994
1838,807141183,Existing Customer,34,M,1,Graduate,Married,$120K +,Blue,29,4,3,2,14938.0,1412,13526.0,0.677,1930,36,0.636,0.095,0.00016883,0.99983
1842,716532258,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,43,4,3,2,2827.0,1308,1519.0,0.79,3291,55,0.618,0.463,0.00016413,0.99984
1845,720863133,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,54,5,3,4,3213.0,2517,696.0,0.507,1855,39,0.773,0.783,0.00048435,0.99952
1862,710816358,Existing Customer,29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,4,3,2,2963.0,1466,1497.0,1.378,2523,48,0.846,0.495,0.00019866,0.9998
1869,716102583,Existing Customer,63,F,1,Graduate,Married,Less than $40K,Blue,53,6,1,3,2675.0,2517,158.0,0.957,1959,56,1.0,0.941,8.6952e-05,0.99991
1879,714474483,Existing Customer,35,F,1,Graduate,Married,$40K - $60K,Blue,29,4,2,2,2523.0,1877,646.0,1.631,2005,50,1.174,0.744,0.00010684,0.99989
1881,711065133,Existing Customer,26,M,1,High School,Single,$40K - $60K,Blue,13,6,2,4,1473.0,0,1473.0,0.813,2099,39,0.857,0.0,0.00029799,0.9997
1892,817686633,Existing Customer,26,F,1,College,Single,Less than $40K,Blue,15,5,2,4,1438.3,737,701.3,0.806,2856,39,0.5,0.512,0.00029801,0.9997
1895,803132733,Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,48,4,3,2,6814.0,1570,5244.0,0.653,1339,30,0.364,0.23,0.00016883,0.99983
1897,716210283,Existing Customer,36,F,1,High School,Married,Unknown,Blue,36,6,3,4,8500.0,2517,5983.0,0.445,1618,37,1.312,0.296,0.00047086,0.99953
1900,717267108,Existing Customer,37,M,1,College,Single,$60K - $80K,Blue,26,6,3,2,15755.0,1410,14345.0,0.839,2061,61,0.649,0.089,0.00016415,0.99984
1914,716620458,Existing Customer,32,M,1,High School,Single,Less than $40K,Blue,23,3,2,3,4500.0,0,4500.0,0.626,2439,63,0.703,0.0,0.00017468,0.99983
1915,710251608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,54,3,3,4,2941.0,1173,1768.0,0.436,1453,27,0.35,0.399,0.00047086,0.99953
1918,819202533,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,3,2,3,10378.0,1540,8838.0,0.547,1306,32,0.28,0.148,0.00026001,0.99974
1928,771429408,Existing Customer,54,M,1,High School,Married,$80K - $120K,Blue,42,5,3,2,1618.0,668,950.0,0.552,1515,31,0.476,0.413,0.00016413,0.99984
1935,710562258,Existing Customer,44,M,1,Graduate,Married,$80K - $120K,Blue,33,5,4,3,19214.0,0,19214.0,0.998,3407,47,1.136,0.0,0.00034315,0.99966
1941,720802833,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,13,3,2,3,2404.0,1198,1206.0,0.501,2692,63,0.5,0.498,0.00017468,0.99983
1942,789370383,Existing Customer,42,M,1,High School,Married,$40K - $60K,Blue,32,4,2,2,2807.0,1845,962.0,1.027,1346,26,1.0,0.657,0.00010386,0.9999
1947,709974108,Existing Customer,35,F,1,Graduate,Single,Less than $40K,Blue,23,4,3,3,2640.0,1051,1589.0,0.833,3116,80,0.6,0.398,0.00028395,0.99972
1951,812441358,Existing Customer,26,M,1,College,Divorced,$40K - $60K,Blue,21,3,3,2,1438.3,0,1438.3,0.745,2660,89,0.712,0.0,0.00016415,0.99984
1956,715749858,Existing Customer,30,M,1,Unknown,Married,$40K - $60K,Blue,18,5,1,3,4726.0,1380,3346.0,0.622,1723,31,0.55,0.292,9.5577e-05,0.9999
1957,710951808,Existing Customer,32,M,1,Unknown,Married,Less than $40K,Blue,36,5,3,3,6100.0,1520,4580.0,0.853,1668,32,0.882,0.249,0.00031211,0.99969
1959,719243808,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20,3,2,4,3792.0,1625,2167.0,0.618,1888,39,0.625,0.429,0.00030653,0.99969
1961,711346383,Existing Customer,33,M,1,High School,Single,$80K - $120K,Blue,28,4,3,3,34516.0,0,34516.0,0.636,2804,70,0.842,0.0,0.00027604,0.99972
1969,717105258,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,3,3992.0,1289,2703.0,1.008,2181,32,0.6,0.323,0.00028395,0.99972
1970,715822008,Existing Customer,32,M,1,High School,Married,Less than $40K,Blue,14,4,2,2,3568.0,2175,1393.0,1.368,1913,35,0.667,0.61,0.00010386,0.9999
1976,789297558,Existing Customer,36,M,1,Uneducated,Single,$120K +,Blue,25,6,3,2,7049.0,1932,5117.0,0.804,2602,51,0.545,0.274,0.0001736,0.99983
1978,712189233,Existing Customer,38,F,1,Graduate,Married,$40K - $60K,Blue,20,5,1,3,5153.0,2517,2636.0,1.488,3095,63,0.969,0.488,8.6952e-05,0.99991
1981,712452033,Existing Customer,26,M,1,Unknown,Single,Less than $40K,Blue,13,6,2,3,2479.0,828,1651.0,0.44,2225,44,0.294,0.334,0.00019751,0.9998
1982,714151533,Existing Customer,55,F,1,Graduate,Married,$40K - $60K,Blue,46,5,4,4,4589.0,1622,2967.0,0.425,1569,33,0.269,0.353,0.00058531,0.99941
1994,713188383,Existing Customer,54,F,1,College,Married,Less than $40K,Blue,36,4,2,4,3084.0,2517,567.0,0.651,1446,22,0.833,0.816,0.00029801,0.9997
1997,748503708,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,47,6,4,3,2797.0,1627,1170.0,0.413,1566,36,0.714,0.582,0.00033359,0.99967
1998,803587533,Existing Customer,33,M,1,Uneducated,Single,$60K - $80K,Blue,28,6,3,4,2618.0,1812,806.0,0.706,3319,86,0.911,0.692,0.000498,0.9995
2010,772360683,Existing Customer,57,M,1,High School,Married,$120K +,Blue,46,3,3,4,31762.0,2517,29245.0,0.735,1515,36,0.714,0.079,0.00047086,0.99953
2013,826068183,Existing Customer,36,M,1,Graduate,Married,$80K - $120K,Blue,32,4,4,3,15488.0,1463,14025.0,1.28,2916,50,0.724,0.094,0.00034315,0.99966
2022,712887633,Existing Customer,39,M,1,Unknown,Single,$80K - $120K,Blue,36,5,3,3,25008.0,876,24132.0,0.859,1753,43,1.048,0.035,0.00031211,0.99969
2024,718037433,Existing Customer,58,M,1,Graduate,Married,$80K - $120K,Blue,49,6,4,2,1654.0,1253,401.0,0.508,1887,60,0.538,0.758,0.00020404,0.9998
2031,821296083,Existing Customer,34,F,1,College,Married,Less than $40K,Blue,30,3,3,3,2617.0,1010,1607.0,0.659,2003,47,0.679,0.386,0.00027607,0.99972
2044,710632683,Existing Customer,31,M,1,Uneducated,Married,$40K - $60K,Blue,24,5,2,3,1438.3,0,1438.3,0.665,2308,49,0.4,0.0,0.00018475,0.99982
2046,771183933,Existing Customer,39,M,1,Uneducated,Married,$80K - $120K,Blue,26,6,2,3,16040.0,1220,14820.0,0.862,1923,49,0.4,0.076,0.00018475,0.99982
2048,788971308,Existing Customer,62,F,1,Uneducated,Married,Less than $40K,Blue,49,5,4,2,2658.0,1158,1500.0,0.476,1809,41,0.464,0.436,0.00020979,0.99979
2049,718950483,Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Blue,48,3,3,2,12423.0,1910,10513.0,0.405,1208,38,0.357,0.154,0.00018558,0.99981
2054,713643858,Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,43,4,4,2,1525.0,1411,114.0,0.66,1911,47,0.958,0.925,0.00019837,0.9998
2055,716399583,Existing Customer,34,M,1,Uneducated,Married,$120K +,Blue,36,6,2,1,19630.0,1251,18379.0,1.399,2286,39,0.696,0.064,6.6245e-05,0.99993
2063,719660658,Existing Customer,37,F,1,High School,Single,Unknown,Blue,36,6,2,2,16594.0,1931,14663.0,0.702,2134,47,0.808,0.116,0.00010386,0.9999
2067,718468158,Existing Customer,38,M,1,Uneducated,Married,$60K - $80K,Blue,25,6,2,3,9303.0,1599,7704.0,1.408,2261,37,0.542,0.172,0.00018475,0.99982
2070,717171408,Existing Customer,36,M,1,Unknown,Married,$80K - $120K,Blue,26,6,2,1,9959.0,0,9959.0,0.57,2021,41,0.783,0.0,7.0819e-05,0.99993
2072,711786108,Existing Customer,52,M,1,Graduate,Married,$60K - $80K,Blue,43,3,3,2,7187.0,2014,5173.0,0.649,1159,26,0.733,0.28,0.00016883,0.99983
2073,712905708,Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,39,5,2,4,2590.0,1564,1026.0,0.386,1188,40,0.6,0.604,0.00030653,0.99969
2074,720050208,Existing Customer,27,F,1,High School,Single,Less than $40K,Blue,19,4,1,3,4255.0,1748,2507.0,0.516,2236,57,0.541,0.411,8.453e-05,0.99992
2082,789435783,Existing Customer,39,F,1,Graduate,Married,$40K - $60K,Blue,30,6,1,2,2909.0,1274,1635.0,0.593,1532,26,0.3,0.438,5.1697e-05,0.99995
2091,714985458,Existing Customer,56,M,1,Graduate,Married,$60K - $80K,Blue,36,3,2,3,15124.0,1974,13150.0,0.826,1850,44,0.571,0.131,0.00017969,0.99982
2094,719293533,Existing Customer,30,M,1,College,Single,Unknown,Blue,13,3,3,3,21590.0,2517,19073.0,0.813,2567,70,0.795,0.117,0.00027607,0.99972
2095,715257708,Existing Customer,38,M,1,High School,Married,$60K - $80K,Blue,32,4,2,1,3657.0,1687,1970.0,1.357,2758,55,0.833,0.461,6.2633e-05,0.99994
2097,709501683,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,24,5,1,2,5830.0,1665,4165.0,0.684,2263,60,0.714,0.286,5.1697e-05,0.99995
2099,715612983,Existing Customer,65,F,1,Graduate,Single,Unknown,Blue,55,5,2,4,6463.0,1660,4803.0,0.995,2336,49,1.722,0.257,0.00030653,0.99969
2101,805522758,Existing Customer,44,F,1,Doctorate,Divorced,Less than $40K,Blue,39,5,2,4,2311.0,1830,481.0,1.289,1701,33,1.357,0.792,0.00044353,0.99956
2108,789196158,Existing Customer,55,M,1,Graduate,Married,$60K - $80K,Blue,44,6,2,4,2173.0,1520,653.0,0.652,1485,26,0.529,0.699,0.00030653,0.99969
2110,773442258,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,51,5,2,2,8571.0,1616,6955.0,0.6,1397,28,0.647,0.189,0.0001546,0.99985
2118,794627208,Existing Customer,43,M,1,High School,Married,$60K - $80K,Blue,23,4,3,2,7189.0,1550,5639.0,0.538,1935,52,0.368,0.216,0.00016413,0.99984
2119,719020983,Existing Customer,58,M,1,Graduate,Married,$80K - $120K,Blue,42,4,3,1,12421.0,2517,9904.0,0.73,1913,49,0.69,0.203,0.00010182,0.9999
2122,715651833,Attrited Customer,65,M,1,Unknown,Single,Less than $40K,Blue,36,3,4,4,2351.0,0,2351.0,0.881,1593,35,0.591,0.0,0.99845,0.001551
2123,720714933,Existing Customer,62,F,1,Graduate,Married,Less than $40K,Blue,49,4,2,2,3143.0,2517,626.0,0.625,1323,25,0.923,0.801,0.00010684,0.99989
2124,789170283,Existing Customer,53,M,1,Graduate,Unknown,$80K - $120K,Blue,42,5,5,4,6514.0,978,5536.0,0.843,3084,63,0.658,0.15,0.00054096,0.99946
2127,709042908,Existing Customer,51,F,1,College,Married,$40K - $60K,Blue,44,4,2,1,1438.3,0,1438.3,0.803,2207,68,0.511,0.0,6.2639e-05,0.99994
2129,720801033,Existing Customer,51,F,1,High School,Married,Unknown,Blue,36,3,2,3,9095.0,2517,6578.0,0.37,1347,27,0.421,0.277,0.00017468,0.99983
2133,710782458,Existing Customer,31,M,1,Graduate,Married,$40K - $60K,Blue,20,6,2,5,2469.0,1695,774.0,0.842,1615,36,0.333,0.687,0.00053033,0.99947
2136,715187733,Existing Customer,26,F,1,Unknown,Single,Unknown,Blue,15,3,4,3,5464.0,0,5464.0,0.7,2473,46,0.484,0.0,0.00037718,0.99962
2142,720626058,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,24,4,4,4,34516.0,934,33582.0,0.681,1768,52,0.576,0.027,0.00058531,0.99941
2146,717348258,Existing Customer,33,M,1,Graduate,Married,$120K +,Blue,21,4,1,3,4459.0,1899,2560.0,1.349,2502,48,1.0,0.426,8.6952e-05,0.99991
2148,799026633,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,50,4,3,5,16254.0,1518,14736.0,1.256,2502,55,0.571,0.093,0.00086149,0.99914
2150,713352183,Existing Customer,30,M,1,Post-Graduate,Married,Less than $40K,Blue,17,5,1,2,7173.0,1227,5946.0,0.646,1793,33,0.737,0.171,6.083e-05,0.99994
2154,715843533,Existing Customer,26,M,1,College,Single,$40K - $60K,Blue,36,3,4,3,2703.0,1256,1447.0,0.949,2111,29,0.706,0.465,0.00033362,0.99967
2155,717234183,Existing Customer,29,M,1,Graduate,Married,Less than $40K,Blue,18,4,1,4,2710.0,629,2081.0,0.771,1718,37,0.762,0.232,0.00014834,0.99985
2160,720639783,Existing Customer,35,F,1,Uneducated,Single,Unknown,Silver,27,4,3,2,34516.0,0,34516.0,0.682,2562,62,0.722,0.0,0.00015686,0.99984
2162,778693458,Attrited Customer,32,M,1,High School,Divorced,$60K - $80K,Blue,13,3,3,3,12616.0,0,12616.0,1.054,1376,29,0.611,0.0,0.99639,0.00360858
2166,789261558,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,47,3,1,4,2212.0,1392,820.0,0.573,1387,34,0.7,0.629,0.00014421,0.99986
2172,710787708,Existing Customer,56,F,1,Uneducated,Married,$40K - $60K,Blue,40,4,2,5,5366.0,1271,4095.0,0.558,1748,38,0.9,0.237,0.00054528,0.99945
2174,712551258,Attrited Customer,39,M,1,Uneducated,Married,Less than $40K,Blue,36,3,3,3,4247.0,0,4247.0,0.405,847,17,0.133,0.0,0.99659,0.00341249
2175,715379133,Existing Customer,51,F,1,College,Single,Less than $40K,Blue,36,4,4,2,1737.0,1145,592.0,0.809,1954,42,1.333,0.659,0.00019837,0.9998
2179,771976683,Existing Customer,54,F,1,College,Married,Unknown,Blue,43,3,3,2,5839.0,2130,3709.0,0.687,1640,44,0.333,0.365,0.00016415,0.99984
2181,789413958,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,43,4,2,3,11909.0,1018,10891.0,1.006,1938,53,0.656,0.085,0.00017969,0.99982
2186,772292358,Attrited Customer,30,M,1,College,Divorced,Less than $40K,Blue,19,4,3,3,7970.0,0,7970.0,0.776,1284,30,0.429,0.0,0.99639,0.00360825
2187,712933083,Existing Customer,37,M,1,Uneducated,Single,$80K - $120K,Blue,36,6,1,2,3127.0,2378,749.0,0.862,2292,49,0.441,0.76,5.3155e-05,0.99995
2191,708446808,Existing Customer,33,M,1,Post-Graduate,Married,$80K - $120K,Blue,36,4,3,2,2946.0,1359,1587.0,0.746,2017,48,0.455,0.461,0.00019866,0.9998
2198,719213133,Existing Customer,53,M,1,Graduate,Unknown,$60K - $80K,Blue,41,4,1,2,2432.0,1554,878.0,1.158,3670,60,0.818,0.639,5.1697e-05,0.99995
2204,708161133,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,32,5,1,2,6629.0,1389,5240.0,0.828,3891,69,0.643,0.21,5.1697e-05,0.99995
2209,788810658,Existing Customer,37,F,1,College,Single,Unknown,Blue,20,3,2,5,9466.0,0,9466.0,0.818,2503,70,0.489,0.0,0.00051561,0.99948
2211,714531108,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,36,4,3,3,4260.0,1775,2485.0,1.239,2109,52,0.625,0.417,0.00027607,0.99972
2216,715206408,Existing Customer,31,F,1,High School,Single,Less than $40K,Blue,22,5,1,5,6662.0,0,6662.0,0.934,3264,83,0.766,0.0,0.00024953,0.99975
2218,737933883,Existing Customer,34,M,1,High School,Married,$60K - $80K,Blue,27,3,1,2,8063.0,2149,5914.0,0.722,2042,49,0.69,0.267,5.0256e-05,0.99995
2220,774437583,Existing Customer,55,M,1,Doctorate,Married,$60K - $80K,Blue,49,6,2,4,4597.0,2442,2155.0,0.512,1504,38,0.357,0.531,0.00044353,0.99956
2227,717885183,Existing Customer,36,M,1,Graduate,Single,Less than $40K,Blue,25,6,1,2,2622.0,2489,133.0,0.84,2717,79,0.549,0.949,5.1697e-05,0.99995
2235,709367433,Existing Customer,28,M,1,Unknown,Single,$40K - $60K,Blue,15,3,3,1,2109.0,1542,567.0,0.67,2261,56,0.6,0.731,0.00011192,0.99989
2236,719729433,Existing Customer,65,F,1,Graduate,Married,Less than $40K,Blue,56,4,2,0,7023.0,1726,5297.0,1.178,2535,51,0.759,0.246,3.941e-05,0.99996
2245,721508283,Existing Customer,47,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,1,8322.0,0,8322.0,0.86,3700,62,1.0,0.0,6.4428e-05,0.99994
2247,797753283,Existing Customer,34,F,1,High School,Married,Less than $40K,Blue,28,4,3,4,2707.0,2036,671.0,0.827,1926,33,0.941,0.752,0.00047086,0.99953
2248,807523008,Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,32,4,1,3,4397.0,2007,2390.0,0.892,2473,47,1.136,0.456,8.6952e-05,0.99991
2252,714321408,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,56,6,2,2,2246.0,1326,920.0,0.543,1429,32,0.455,0.59,0.00010386,0.9999
2255,714920208,Existing Customer,37,F,1,High School,Unknown,Less than $40K,Blue,30,3,5,0,3003.0,1810,1193.0,0.719,3148,68,0.789,0.603,6.7626e-05,0.99993
2256,789952158,Existing Customer,34,F,1,Doctorate,Married,Unknown,Blue,25,4,3,3,2318.0,2069,249.0,1.399,2689,57,0.781,0.893,0.00041087,0.99959
2258,715956258,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,2004.0,0,2004.0,0.681,1974,60,0.364,0.0,0.00031517,0.99968
2264,713533983,Existing Customer,56,M,1,Graduate,Married,$120K +,Blue,48,6,3,4,2585.0,1207,1378.0,0.44,1590,33,0.32,0.467,0.00048435,0.99952
2266,710256708,Existing Customer,30,M,1,Unknown,Single,Less than $40K,Blue,19,5,2,0,8744.0,1712,7032.0,0.895,2579,68,0.659,0.196,4.3319e-05,0.99996
2275,708590658,Existing Customer,65,F,1,Unknown,Married,Unknown,Blue,53,5,3,2,15965.0,2312,13653.0,0.59,1619,40,0.538,0.145,0.00018558,0.99981
2276,715143333,Existing Customer,45,F,1,High School,Divorced,Less than $40K,Blue,36,6,2,2,9433.0,1578,7855.0,0.66,3910,81,0.653,0.167,0.00010386,0.9999
2280,715750758,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,1,9031.0,1535,7496.0,0.69,1602,35,0.591,0.17,3.2055e-05,0.99997
2289,773082033,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,27,3,3,4,25516.0,1363,24153.0,1.172,2317,38,0.727,0.053,0.00056988,0.99943
2291,720431433,Existing Customer,62,M,1,Graduate,Married,Unknown,Blue,36,5,2,2,3198.0,2308,890.0,0.724,1402,35,0.842,0.722,0.00010684,0.99989
2292,709164408,Attrited Customer,32,M,1,Uneducated,Married,Less than $40K,Blue,23,1,3,3,2218.0,1696,522.0,0.367,730,20,0.429,0.765,0.99659,0.00341249
2295,714765408,Existing Customer,26,F,1,Unknown,Single,Less than $40K,Blue,36,4,3,3,2557.0,1990,567.0,0.575,2266,57,0.357,0.778,0.00031211,0.99969
2308,708620283,Existing Customer,35,M,1,Unknown,Single,$60K - $80K,Blue,25,6,3,2,6053.0,2001,4052.0,0.743,2208,59,0.595,0.331,0.00018558,0.99981
2327,768965208,Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,45,5,2,2,6778.0,865,5913.0,0.992,3158,71,0.775,0.128,0.00010684,0.99989
2336,780237033,Existing Customer,63,F,1,Unknown,Married,$40K - $60K,Blue,49,3,1,3,3141.0,1819,1322.0,0.497,1539,35,0.522,0.579,9.5577e-05,0.9999
2341,715392558,Existing Customer,52,M,1,Unknown,Single,$120K +,Blue,44,6,1,2,34516.0,0,34516.0,1.03,2848,56,0.75,0.0,5.6825e-05,0.99994
2342,717399183,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,26,6,3,1,8058.0,1176,6882.0,1.164,2774,52,0.625,0.146,0.00010182,0.9999
2347,716768808,Existing Customer,57,M,1,Unknown,Married,$120K +,Blue,36,6,2,4,23848.0,1967,21881.0,0.462,1591,43,0.72,0.082,0.00033692,0.99966
2361,721258158,Existing Customer,65,F,1,Uneducated,Single,Unknown,Blue,51,3,3,5,11037.0,1491,9546.0,0.651,2429,63,0.75,0.135,0.00086149,0.99914
2367,713366583,Existing Customer,63,F,1,High School,Married,Less than $40K,Blue,56,6,1,3,3055.0,1685,1370.0,0.541,1405,40,0.481,0.552,8.453e-05,0.99992
2368,767311008,Existing Customer,41,M,1,Graduate,Divorced,$80K - $120K,Blue,35,6,2,3,19412.0,770,18642.0,0.755,1576,41,0.952,0.04,0.00017969,0.99982
