,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
2843,719076858,Existing Customer,34,M,4,College,Single,$60K - $80K,Blue,20,5,1,2,2165.0,1952,213.0,0.822,2651,81,0.841,0.902,5.6158e-05,0.99994
2849,709206333,Attrited Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,30,3,4,4,4333.0,0,4333.0,0.463,1558,40,0.538,0.0,0.99847,0.00152587
2850,713039808,Existing Customer,45,M,4,College,Married,Less than $40K,Blue,32,3,2,1,6637.0,0,6637.0,0.675,1801,48,0.6,0.0,6.9988e-05,0.99993
2860,719855958,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,6,1,4,4475.0,0,4475.0,0.706,3367,66,0.737,0.0,0.00016112,0.99984
2870,772273983,Attrited Customer,48,M,4,Uneducated,Single,$40K - $60K,Blue,37,1,3,4,5268.0,2191,3077.0,0.622,2138,40,0.429,0.416,0.99821,0.00179304
2875,708193008,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,3,4,14480.0,0,14480.0,0.703,1616,43,0.654,0.0,0.0005564,0.99944
2884,710268858,Existing Customer,33,F,4,Graduate,Single,Less than $40K,Blue,22,5,1,2,2001.0,1217,784.0,0.775,3162,99,0.707,0.608,5.7762e-05,0.99994
2888,714436383,Existing Customer,44,M,4,Graduate,Unknown,$80K - $120K,Blue,34,4,3,2,26856.0,0,26856.0,0.581,4222,75,0.471,0.0,0.00018864,0.99981
2890,708816408,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,6,3,21756.0,0,21756.0,0.817,3063,71,0.511,0.0,0.00025751,0.99974
2891,715363908,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,26,4,1,2,4726.0,1551,3175.0,0.544,3658,70,0.628,0.328,5.9391e-05,0.99994
2898,719836083,Existing Customer,54,M,4,Unknown,Married,$60K - $80K,Blue,36,3,4,2,7477.0,1752,5725.0,0.294,1543,34,0.172,0.234,0.00025058,0.99975
2899,718291233,Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,33,5,1,3,16227.0,917,15310.0,0.479,4314,67,0.634,0.057,9.7154e-05,0.9999
2904,712737108,Existing Customer,48,F,4,High School,Married,Unknown,Blue,36,4,1,2,21416.0,0,21416.0,0.702,4221,75,0.923,0.0,5.6153e-05,0.99994
2907,710703708,Existing Customer,46,F,4,Unknown,Single,$40K - $60K,Silver,35,6,3,2,16985.0,968,16017.0,0.455,2961,56,0.647,0.057,0.00018736,0.99981
2908,712513458,Existing Customer,47,F,4,High School,Single,Less than $40K,Blue,38,4,1,4,7469.0,1899,5570.0,0.999,3150,70,0.489,0.254,0.00016112,0.99984
2909,709690158,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,2,4592.0,2517,2075.0,0.572,1470,33,0.737,0.548,5.7762e-05,0.99994
2910,709959858,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,32,6,3,4,4341.0,0,4341.0,0.613,3825,63,0.537,0.0,0.00054115,0.99946
2911,720683958,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Gold,36,6,2,2,34516.0,0,34516.0,0.742,4077,67,0.763,0.0,0.0001414,0.99986
2928,712019883,Existing Customer,43,F,4,Unknown,Unknown,Unknown,Blue,34,5,3,3,12778.0,1528,11250.0,0.777,3337,69,0.769,0.12,0.00034872,0.99965
2940,717332733,Existing Customer,47,M,4,Unknown,Single,$80K - $120K,Silver,37,5,2,4,34516.0,0,34516.0,1.06,2851,80,0.739,0.0,0.00034015,0.99966
2942,708740808,Existing Customer,45,M,4,Graduate,Married,$40K - $60K,Blue,36,5,3,4,4112.0,0,4112.0,0.777,2949,54,1.25,0.0,0.00054115,0.99946
2943,711728208,Existing Customer,46,M,4,Graduate,Single,$120K +,Blue,34,4,1,2,34516.0,0,34516.0,0.991,4143,68,0.659,0.0,5.7762e-05,0.99994
2968,719527833,Existing Customer,45,F,4,High School,Unknown,Unknown,Blue,36,6,3,3,23000.0,1097,21903.0,1.095,3886,70,0.667,0.048,0.00030842,0.99969
2975,720188508,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,25,3,2,4,13193.0,1749,11444.0,0.671,4071,64,0.73,0.133,0.00034248,0.99966
2982,713642133,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,30,6,3,3,1892.0,1049,843.0,1.122,4558,60,1.609,0.554,0.00034872,0.99965
2988,788959758,Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,33,3,2,1,9148.0,561,8587.0,0.774,3451,59,0.967,0.061,7.4017e-05,0.99993
2995,714318033,Existing Customer,50,M,4,Unknown,Married,$60K - $80K,Blue,36,5,1,4,10226.0,1638,8588.0,1.053,3321,57,1.036,0.16,0.00018218,0.99982
3002,789125733,Existing Customer,38,F,4,Doctorate,Married,Less than $40K,Blue,26,4,2,4,4002.0,1402,2600.0,0.579,2114,53,0.514,0.35,0.00049554,0.9995
3026,716950758,Attrited Customer,46,M,4,High School,Married,$60K - $80K,Blue,36,1,3,2,8017.0,0,8017.0,0.559,1657,43,0.654,0.0,0.99458,0.00542
3042,710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,11346.0,0,11346.0,0.665,3784,67,0.457,0.0,0.00020077,0.9998
3045,711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650.0,1929,6721.0,0.777,2878,63,1.032,0.223,3.3863e-05,0.99997
3051,712872183,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2,2,3271.0,1367,1904.0,0.704,2464,92,1.0,0.418,0.00012274,0.99988
3057,708151008,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250.0,644,5606.0,1.06,2433,41,1.158,0.103,5.7762e-05,0.99994
3058,789646158,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,1,3,3653.0,881,2772.0,0.846,3297,66,0.692,0.241,9.9893e-05,0.9999
3064,721532583,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12250.0,2165,10085.0,0.641,1995,39,0.696,0.177,0.99816,0.00184351
3065,789244308,Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,41,6,1,4,17753.0,1899,15854.0,0.851,3986,64,0.73,0.107,0.00016114,0.99984
3072,714857508,Existing Customer,44,F,4,Doctorate,Married,Unknown,Blue,36,5,2,4,8667.0,1775,6892.0,0.729,3939,69,0.533,0.205,0.00049554,0.9995
3081,711885258,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711.0,988,6723.0,0.884,2078,42,0.68,0.128,0.00052608,0.99947
3094,716387733,Attrited Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,5662.0,1484,4178.0,0.434,1693,25,0.25,0.262,0.99912,0.00088231
3102,712612233,Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3,3,8717.0,719,7998.0,0.556,2067,59,0.595,0.082,0.00031726,0.99968
3103,716516208,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,3,1438.3,0,1438.3,0.674,3748,64,0.829,0.0,0.00020077,0.9998
3106,717472833,Existing Customer,42,M,4,Unknown,Single,$80K - $120K,Blue,32,6,3,5,7260.0,713,6547.0,0.833,4253,73,0.78,0.098,0.0010289,0.99897
3110,708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,1,2609.0,1656,953.0,0.657,3024,64,0.6,0.635,0.00011697,0.99988
3120,713984208,Existing Customer,52,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776.0,874,4902.0,0.894,4029,72,0.636,0.151,7.1987e-05,0.99993
3121,713013483,Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,1438.3,915,523.3,0.464,3754,58,0.611,0.636,0.00031726,0.99968
3127,816834933,Existing Customer,34,F,4,Graduate,Single,Unknown,Silver,29,6,2,2,30702.0,673,30029.0,0.721,2652,64,0.524,0.022,0.00010786,0.99989
3136,708361833,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,3,19430.0,0,19430.0,1.012,3650,80,0.633,0.0,0.00020077,0.9998
3147,779661033,Existing Customer,49,M,4,Unknown,Married,$60K - $80K,Silver,32,5,2,3,25620.0,1107,24513.0,0.971,3503,66,0.65,0.043,0.0001994,0.9998
3148,813053733,Attrited Customer,53,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516.0,278,34238.0,0.817,3029,49,0.4,0.008,0.99832,0.00167742
3157,710658483,Attrited Customer,47,M,4,Graduate,Unknown,$40K - $60K,Blue,34,2,3,6,9080.0,2174,6906.0,0.653,2098,46,0.586,0.239,0.99939,0.00060765
3177,713316558,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,29,3,2,2,4573.0,0,4573.0,0.703,3776,70,0.944,0.0,0.00011604,0.99988
3186,708414033,Existing Customer,50,M,4,Graduate,Married,$40K - $60K,Blue,38,6,3,3,2845.0,1153,1692.0,0.836,3730,66,0.941,0.405,0.00031726,0.99968
3195,713657733,Existing Customer,47,M,4,Unknown,Single,$60K - $80K,Blue,36,5,3,1,9132.0,800,8332.0,0.62,3809,71,0.511,0.088,0.00012505,0.99987
3199,710654808,Attrited Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,36,3,1,4,1818.0,0,1818.0,0.672,2308,44,0.467,0.0,0.994,0.006
3200,719651358,Existing Customer,46,F,4,Uneducated,Single,Unknown,Blue,33,3,3,3,24949.0,1749,23200.0,0.626,4092,77,0.54,0.07,0.0003262,0.99967
3211,717331758,Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,32,6,3,4,34516.0,2517,31999.0,0.765,4228,83,0.596,0.073,0.00054115,0.99946
3218,709224033,Attrited Customer,53,M,4,Uneducated,Single,$60K - $80K,Blue,43,1,3,2,13720.0,0,13720.0,0.671,1830,36,0.241,0.0,0.99487,0.00513
3220,709381383,Existing Customer,49,M,4,Graduate,Married,$60K - $80K,Blue,36,4,6,2,2952.0,2517,435.0,0.809,3830,77,0.51,0.853,0.00014892,0.99985
3223,758833758,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,38,4,3,3,1862.0,845,1017.0,0.604,3520,68,0.889,0.454,0.00034872,0.99965
3242,710668458,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,3,0,3696.0,0,3696.0,0.916,3405,76,0.727,0.0,6.9589e-05,0.99993
3245,716938383,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,28,3,2,3,34516.0,0,34516.0,0.743,3811,61,0.743,0.0,0.00022068,0.99978
3248,721493883,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,35,5,2,2,5195.0,0,5195.0,1.135,3313,69,0.769,0.0,0.00013121,0.99987
3259,720648483,Existing Customer,39,M,4,College,Single,$80K - $120K,Blue,31,4,3,2,32210.0,1115,31095.0,0.62,1821,53,0.514,0.035,0.0001834,0.99982
3277,718500633,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,5,1,1,7924.0,1896,6028.0,1.161,3270,58,0.933,0.239,3.8289e-05,0.99996
3286,715628733,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,36,6,3,4,7587.0,0,7587.0,0.82,3157,59,0.844,0.0,0.0005948,0.99941
3307,712319958,Existing Customer,41,M,4,High School,Married,$80K - $120K,Blue,29,4,2,1,12154.0,2517,9637.0,0.864,3853,71,0.775,0.207,6.9982e-05,0.99993
3308,712198983,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,36,3,3,3,3258.0,0,3258.0,0.784,3169,67,0.489,0.0,0.00031726,0.99968
3310,779502333,Attrited Customer,50,M,4,Graduate,Single,$120K +,Silver,32,5,3,2,34516.0,0,34516.0,0.321,1480,37,0.276,0.0,0.99417,0.00583
3311,718737708,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,33,3,5,3,31458.0,1202,30256.0,0.673,4202,66,0.61,0.038,0.00035434,0.99965
3312,821351958,Existing Customer,40,F,4,College,Married,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.785,3308,54,1.0,0.0,5.6158e-05,0.99994
3313,716142858,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Silver,36,3,1,4,10961.0,1391,9570.0,0.662,3914,77,0.75,0.127,0.00015398,0.99985
3315,773236983,Existing Customer,47,M,4,High School,Married,$40K - $60K,Blue,40,4,2,3,2498.0,2258,240.0,0.992,1839,29,0.706,0.904,0.00019517,0.9998
3319,708355683,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,38,3,2,3,16815.0,0,16815.0,0.938,2976,65,0.512,0.0,0.00020077,0.9998
3325,712000758,Existing Customer,51,M,4,Uneducated,Single,$120K +,Silver,39,5,2,1,34516.0,1959,32557.0,0.888,3997,54,0.929,0.057,6.6879e-05,0.99993
3326,715378383,Existing Customer,43,F,4,Graduate,Single,Unknown,Silver,36,4,3,4,34516.0,1893,32623.0,0.748,3639,76,1.0,0.055,0.00048899,0.99951
3330,801373833,Existing Customer,49,M,4,College,Divorced,$40K - $60K,Blue,43,3,2,3,1922.0,710,1212.0,0.951,2920,46,1.421,0.369,0.00019519,0.9998
3343,713171358,Existing Customer,46,F,4,College,Single,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.749,3880,74,0.721,0.0,5.6158e-05,0.99994
3346,826410708,Existing Customer,40,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,3,22956.0,1407,21549.0,0.709,5554,64,0.6,0.061,0.00022068,0.99978
3350,720242733,Existing Customer,45,M,4,Unknown,Single,Less than $40K,Blue,36,5,2,3,1963.0,1549,414.0,0.778,3718,75,0.596,0.789,0.00022068,0.99978
3371,712988958,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,33,5,2,0,2021.0,1731,290.0,0.986,3253,62,0.722,0.857,4.4033e-05,0.99996
3383,779709033,Existing Customer,46,M,4,Unknown,Married,$60K - $80K,Blue,29,6,3,2,5735.0,2410,3325.0,0.616,3908,75,0.63,0.42,0.00020735,0.99979
3404,709423158,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,26,4,3,0,1791.0,1337,454.0,0.763,3592,46,0.917,0.747,6.9589e-05,0.99993
3407,801709308,Existing Customer,44,F,4,Uneducated,Married,Unknown,Blue,38,6,1,2,5366.0,968,4398.0,0.992,4558,56,0.75,0.18,5.9391e-05,0.99994
3413,721538883,Existing Customer,45,M,4,Graduate,Single,$40K - $60K,Silver,37,4,3,4,15578.0,0,15578.0,0.716,4449,81,0.723,0.0,0.00048899,0.99951
3415,827970933,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,42,4,2,0,3504.0,1698,1806.0,0.575,4439,70,0.628,0.485,4.4033e-05,0.99996
3417,717030633,Existing Customer,46,M,4,College,Single,$60K - $80K,Blue,34,5,3,4,2369.0,1405,964.0,0.624,3034,51,0.889,0.593,0.00052613,0.99947
3423,712653183,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,36,4,1,4,1976.0,1694,282.0,1.054,3675,81,0.841,0.857,0.00018218,0.99982
3444,789603183,Existing Customer,48,M,4,High School,Unknown,$60K - $80K,Blue,41,4,1,3,9728.0,0,9728.0,0.806,3756,57,0.727,0.0,9.4447e-05,0.99991
3459,720075558,Existing Customer,50,M,4,College,Married,$120K +,Blue,36,6,1,4,7084.0,0,7084.0,0.889,3838,66,0.737,0.0,0.00016114,0.99984
3485,715611933,Existing Customer,50,F,4,Doctorate,Married,Unknown,Blue,38,6,4,2,23692.0,2402,21290.0,0.942,3632,62,0.676,0.101,0.00032988,0.99967
3489,720795858,Existing Customer,44,M,4,Graduate,Single,$60K - $80K,Blue,25,3,3,2,10534.0,0,10534.0,0.985,3456,72,0.636,0.0,0.00018864,0.99981
3492,712164333,Attrited Customer,40,M,4,High School,Married,$60K - $80K,Blue,29,3,3,2,12544.0,1636,10908.0,0.503,1758,51,0.457,0.13,0.99458,0.00542
3497,714779733,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,36,3,1,4,10998.0,1586,9412.0,0.907,2237,33,0.435,0.144,0.00018218,0.99982
3498,817965858,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,37,3,1,3,2757.0,1785,972.0,0.735,3766,69,0.605,0.647,0.00010679,0.99989
3508,788641758,Existing Customer,53,M,4,College,Single,$60K - $80K,Blue,45,5,3,2,14366.0,888,13478.0,0.638,3868,66,0.61,0.062,0.0001834,0.99982
3510,713277783,Existing Customer,45,F,4,Uneducated,Married,$40K - $60K,Silver,36,6,2,2,18679.0,905,17774.0,0.541,2168,55,0.486,0.048,0.0001109,0.99989
3514,712312908,Existing Customer,47,F,4,Unknown,Unknown,Less than $40K,Blue,34,6,2,4,2424.0,0,2424.0,0.662,3890,66,0.65,0.0,0.00037644,0.99962
3516,716194683,Existing Customer,41,M,4,Graduate,Divorced,$40K - $60K,Blue,30,4,2,3,2334.0,1138,1196.0,0.826,2155,48,0.714,0.488,0.00020077,0.9998
3524,717265983,Existing Customer,44,F,4,Uneducated,Divorced,Unknown,Blue,36,3,2,0,9908.0,2066,7842.0,0.463,3749,80,0.667,0.209,4.5275e-05,0.99995
3529,811532208,Existing Customer,51,M,4,Graduate,Married,$40K - $60K,Silver,46,3,5,2,16277.0,1170,15107.0,0.95,3634,62,0.676,0.072,0.00019038,0.99981
3530,713896533,Existing Customer,42,M,4,High School,Single,$60K - $80K,Blue,33,5,1,3,9442.0,838,8604.0,0.654,3157,63,0.853,0.089,9.4447e-05,0.99991
3533,771776808,Attrited Customer,44,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,4,3,1527.0,0,1527.0,0.531,1877,38,0.462,0.0,0.99747,0.00252933
3539,720457608,Existing Customer,41,F,4,Graduate,Married,Less than $40K,Blue,36,4,1,1,4632.0,0,4632.0,0.637,4306,63,0.75,0.0,3.4833e-05,0.99997
3548,710509758,Existing Customer,36,M,4,College,Single,$120K +,Blue,36,5,3,3,28200.0,765,27435.0,0.68,2507,64,0.641,0.027,0.00030845,0.99969
3566,826414083,Existing Customer,47,F,4,Unknown,Married,$40K - $60K,Blue,43,4,3,4,4798.0,1017,3781.0,0.458,4225,79,0.681,0.212,0.0005948,0.99941
3576,711349083,Existing Customer,47,F,4,Doctorate,Married,Less than $40K,Blue,28,3,2,4,4012.0,0,4012.0,1.073,2962,60,0.765,0.0,0.00049554,0.9995
3580,719095533,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,39,3,3,3,2680.0,1652,1028.0,1.132,3382,58,0.758,0.616,0.0003262,0.99967
3581,709718058,Existing Customer,52,F,4,Uneducated,Single,Less than $40K,Blue,36,5,1,4,2936.0,2181,755.0,0.478,4650,78,0.625,0.743,0.00017042,0.99983
3583,770778108,Existing Customer,49,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,4,2,3,2527.0,1419,1108.0,0.797,3585,68,0.943,0.562,0.00023623,0.99976
3594,711275433,Attrited Customer,47,M,4,Uneducated,Unknown,Unknown,Blue,36,3,3,3,18873.0,0,18873.0,0.636,2021,38,0.52,0.0,0.99694,0.00305523
3605,709587783,Existing Customer,39,M,4,Post-Graduate,Single,$60K - $80K,Silver,36,6,3,3,25133.0,0,25133.0,0.461,4033,73,0.327,0.0,0.0003373,0.99966
3606,709804533,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,34,3,1,3,17818.0,1451,16367.0,0.632,3973,74,0.451,0.081,9.9893e-05,0.9999
3616,766131033,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,29,6,3,3,3767.0,976,2791.0,1.021,3163,60,0.818,0.259,0.00031726,0.99968
3624,812501358,Existing Customer,46,F,4,Post-Graduate,Divorced,Less than $40K,Blue,41,4,1,1,1752.0,611,1141.0,0.465,4864,76,0.462,0.349,4.0988e-05,0.99996
3627,720363258,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,29,3,3,3,2778.0,1640,1138.0,0.82,4007,75,0.705,0.59,0.00031726,0.99968
3632,708225483,Existing Customer,47,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,4,11242.0,1561,9681.0,0.829,4246,81,0.8,0.139,0.00034248,0.99966
3635,710809083,Existing Customer,37,F,4,College,Married,Less than $40K,Blue,36,6,3,1,1438.3,787,651.3,0.914,4587,58,0.568,0.547,0.00011061,0.99989
3637,708119658,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,38,4,2,1,12836.0,1034,11802.0,0.663,2519,53,0.472,0.081,7.1987e-05,0.99993
3642,783381933,Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Blue,37,4,1,3,3482.0,1942,1540.0,0.926,3512,63,0.853,0.558,9.9893e-05,0.9999
3646,714505683,Existing Customer,51,M,4,Uneducated,Divorced,$80K - $120K,Blue,38,5,3,2,34516.0,0,34516.0,0.506,3250,63,0.658,0.0,0.00019396,0.99981
3652,714732183,Existing Customer,47,M,4,Uneducated,Unknown,$40K - $60K,Blue,36,6,3,2,3402.0,1607,1795.0,0.432,3188,65,0.667,0.472,0.00019396,0.99981
3655,708121908,Attrited Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,2,3,2,22917.0,0,22917.0,0.574,2045,45,0.5,0.0,0.9952,0.00479863
3681,712033833,Existing Customer,42,F,4,Unknown,Unknown,Less than $40K,Blue,34,5,3,2,1874.0,1341,533.0,0.952,3899,70,0.75,0.716,0.00020735,0.99979
3688,710670633,Existing Customer,40,M,4,High School,Married,$60K - $80K,Blue,36,6,3,3,5797.0,1779,4018.0,0.785,2131,33,0.571,0.307,0.00030842,0.99969
3691,787770858,Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue,32,3,2,3,8333.0,774,7559.0,0.984,3889,81,0.723,0.093,0.00020077,0.9998
3695,716628633,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,33,6,3,3,4388.0,1519,2869.0,0.787,4406,74,0.574,0.346,0.0003262,0.99967
3704,720541758,Existing Customer,45,F,4,College,Divorced,Less than $40K,Blue,39,5,1,2,4948.0,1655,3293.0,0.562,3711,64,0.524,0.334,5.6158e-05,0.99994
3721,751076058,Existing Customer,44,F,4,Unknown,Married,Unknown,Blue,37,4,3,3,5826.0,0,5826.0,0.689,3756,73,0.921,0.0,0.00034872,0.99965
3722,736552308,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,41,3,1,3,3521.0,672,2849.0,0.655,3291,65,0.757,0.191,9.7154e-05,0.9999
3723,720578058,Existing Customer,53,M,4,Unknown,Single,$60K - $80K,Blue,42,3,3,4,8386.0,2375,6011.0,0.539,4101,67,0.718,0.283,0.0005948,0.99941
3724,714932658,Existing Customer,42,F,4,College,Single,Unknown,Blue,34,5,3,2,15449.0,0,15449.0,0.783,4098,81,0.588,0.0,0.0001834,0.99982
3727,712442508,Existing Customer,52,F,4,Post-Graduate,Married,Less than $40K,Blue,37,6,3,4,1438.3,783,655.3,0.733,3464,70,0.795,0.544,0.00063671,0.99936
3730,721027083,Existing Customer,47,F,4,Post-Graduate,Single,Unknown,Blue,36,6,1,0,3054.0,1862,1192.0,0.589,3543,87,0.812,0.61,2.5071e-05,0.99997
3740,779270883,Existing Customer,48,M,4,High School,Married,$60K - $80K,Blue,30,6,3,3,16575.0,0,16575.0,0.76,3982,77,0.878,0.0,0.00030842,0.99969
3743,710678658,Existing Customer,47,F,4,Unknown,Unknown,Less than $40K,Blue,36,5,3,2,4944.0,1151,3793.0,0.801,3684,64,0.829,0.233,0.00020735,0.99979
3748,713971608,Existing Customer,49,M,4,Uneducated,Married,Less than $40K,Blue,39,6,1,4,7232.0,1830,5402.0,1.002,4337,71,0.543,0.253,0.00017042,0.99983
3751,716911608,Existing Customer,48,M,4,Graduate,Single,$80K - $120K,Blue,36,4,1,4,1536.0,1017,519.0,0.589,3816,71,0.449,0.662,0.00016574,0.99983
3753,712085733,Existing Customer,45,M,4,Graduate,Married,$120K +,Blue,36,5,2,3,34516.0,880,33636.0,0.687,3491,64,0.455,0.025,0.00020077,0.9998
3767,711419133,Existing Customer,56,M,4,Graduate,Single,Less than $40K,Blue,36,3,2,3,3057.0,1077,1980.0,0.934,4449,77,0.878,0.352,0.00020077,0.9998
3772,711012783,Attrited Customer,43,M,4,Graduate,Single,$120K +,Blue,36,1,3,4,33384.0,0,33384.0,0.631,2066,46,0.769,0.0,0.99816,0.00184351
3777,713446083,Existing Customer,49,F,4,Uneducated,Unknown,Unknown,Blue,39,5,2,3,11545.0,1732,9813.0,0.871,3996,65,0.548,0.15,0.00020643,0.99979
3788,713730933,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,5,1438.3,0,1438.3,0.314,1739,44,0.467,0.0,0.99893,0.00106612
3799,827114058,Existing Customer,46,M,4,Post-Graduate,Married,$60K - $80K,Blue,42,6,2,1,11634.0,0,11634.0,0.52,4447,74,0.574,0.0,8.4706e-05,0.99992
3806,718735908,Attrited Customer,47,M,4,Graduate,Single,$120K +,Blue,35,3,4,3,7015.0,0,7015.0,0.456,1799,51,0.645,0.0,0.9974,0.00260048
3814,712606158,Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,42,4,1,2,5715.0,1214,4501.0,0.858,3685,63,0.658,0.212,5.9391e-05,0.99994
3815,713162358,Existing Customer,49,F,4,Unknown,Single,$40K - $60K,Blue,36,4,3,2,9595.0,509,9086.0,0.625,4050,72,0.5,0.053,0.00020735,0.99979
3821,820383558,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,40,6,2,3,6366.0,1344,5022.0,0.492,3258,58,0.758,0.211,0.00019517,0.9998
3823,710327508,Existing Customer,44,F,4,Uneducated,Single,Less than $40K,Blue,36,5,2,4,1687.0,1290,397.0,0.709,4247,87,0.706,0.765,0.00035213,0.99965
3829,708937608,Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,18,4,1,2,2001.0,1366,635.0,0.86,4590,66,0.571,0.683,5.6153e-05,0.99994
3843,720868683,Existing Customer,50,F,4,Uneducated,Single,$40K - $60K,Blue,22,5,2,3,7853.0,1343,6510.0,0.491,1814,37,0.37,0.171,0.00020643,0.99979
3844,787532808,Existing Customer,41,M,4,Post-Graduate,Married,$40K - $60K,Silver,30,6,3,3,16386.0,2236,14150.0,1.004,3293,66,0.833,0.136,0.0003373,0.99966
3845,709453833,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,40,3,2,2,11164.0,859,10305.0,0.915,4227,67,0.634,0.077,0.00011937,0.99988
3851,717840108,Attrited Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,41,2,3,6,4806.0,1357,3449.0,0.573,1771,35,0.346,0.282,0.99945,0.00055285
3865,779450958,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,25,5,3,2,2772.0,1782,990.0,0.718,4739,88,0.796,0.643,0.00018864,0.99981
