,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
3088,783366483,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,38,4,3,3,11474.0,1063,10411.0,0.686,3242,74,0.451,0.093,0.00034503,0.99965
3089,715412583,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,7925.0,1445,6480.0,0.75,3815,65,0.806,0.182,0.00019296,0.99981
3092,742552683,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,31,6,2,5,1438.3,688,750.3,0.976,4208,86,0.72,0.478,0.00056993,0.99943
3093,711455133,Existing Customer,55,M,3,College,Single,$120K +,Blue,36,5,3,3,12948.0,1839,11109.0,1.113,2481,42,0.68,0.142,0.00030519,0.99969
3099,767523933,Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,45,4,1,0,15583.0,0,15583.0,0.873,3938,69,1.091,0.0,2.0494e-05,0.99998
3107,712665633,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,30,6,1,4,12952.0,1864,11088.0,0.414,3472,51,0.457,0.144,0.00014818,0.99985
3112,714566958,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,4,2,5,20882.0,1420,19462.0,0.857,2291,40,0.6,0.068,0.00056993,0.99943
3119,716908158,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,36,6,2,1,8260.0,2517,5743.0,1.049,3299,64,0.73,0.305,6.9248e-05,0.99993
3122,754599558,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,33,5,3,1,7207.0,2002,5205.0,0.828,3825,70,0.707,0.278,0.00010944,0.99989
3124,712411908,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,34,4,2,5,21158.0,0,21158.0,0.633,4071,67,0.811,0.0,0.00056993,0.99943
3125,717538683,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906.0,1132,21774.0,0.942,3204,64,0.73,0.049,0.00011811,0.99988
3130,720758808,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,16317.0,0,16317.0,0.566,1995,54,0.929,0.0,0.99639,0.00361075
3132,716101308,Existing Customer,48,M,3,Unknown,Married,$40K - $60K,Blue,35,6,3,4,2173.0,0,2173.0,0.857,4251,60,0.714,0.0,0.00058851,0.99941
3142,792995808,Existing Customer,57,F,3,Post-Graduate,Single,$40K - $60K,Blue,51,5,4,5,7226.0,1689,5537.0,0.83,3474,67,0.763,0.234,0.0013166,0.99868
3144,779289033,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,28,4,1,5,21646.0,1778,19868.0,1.071,3328,61,0.794,0.082,0.00029175,0.99971
3145,719356008,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,1438.3,0,1438.3,1.022,4548,69,0.917,0.0,0.00053543,0.99946
3146,718503108,Existing Customer,40,M,3,Unknown,Married,$120K +,Blue,26,3,3,1,14046.0,1994,12052.0,0.437,3792,77,0.604,0.142,0.00012373,0.99988
3151,787578183,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,28,5,3,2,1438.3,0,1438.3,1.041,3204,68,0.838,0.0,0.00018145,0.99982
3155,719543208,Existing Customer,38,F,3,Uneducated,Single,Unknown,Blue,36,5,3,3,13220.0,848,12372.0,0.825,3789,72,0.565,0.064,0.00032275,0.99968
3156,797743233,Existing Customer,45,M,3,Uneducated,Unknown,$60K - $80K,Blue,39,3,2,3,5996.0,865,5131.0,0.511,4542,77,0.481,0.144,0.00020424,0.9998
3166,803026008,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,42,3,6,2,6805.0,1448,5357.0,0.836,3463,65,0.711,0.213,0.00016195,0.99984
3168,811035483,Attrited Customer,47,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4,5,34516.0,0,34516.0,0.521,1641,35,0.591,0.0,0.99904,0.00095977
3171,807593058,Attrited Customer,41,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2,4,5317.0,0,5317.0,0.699,2003,29,0.318,0.0,0.99732,0.00267667
3172,720437358,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,32,5,1,2,2526.0,2303,223.0,0.836,3596,69,0.568,0.912,5.7151e-05,0.99994
3188,720379533,Attrited Customer,47,M,3,Unknown,Unknown,$120K +,Blue,36,1,3,4,3952.0,0,3952.0,0.809,2066,37,0.233,0.0,0.9983,0.00169532
3190,771453033,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,35,5,1,2,17343.0,1280,16063.0,1.314,3170,57,0.629,0.074,5.5559e-05,0.99994
3191,708747708,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,4,1,2,3498.0,0,3498.0,1.109,2512,56,0.867,0.0,5.7151e-05,0.99994
3194,720983733,Attrited Customer,44,M,3,Unknown,Single,$60K - $80K,Blue,36,2,3,3,15422.0,864,14558.0,0.578,2136,54,0.8,0.056,0.99711,0.00288892
3197,719099583,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,34,3,2,3,1640.0,1444,196.0,0.423,1360,33,0.222,0.88,0.99499,0.00501
3198,719513733,Existing Customer,48,M,3,Doctorate,Married,$80K - $120K,Blue,41,3,3,4,8739.0,0,8739.0,0.715,4276,69,0.769,0.0,0.00077466,0.99923
3201,718917408,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,4,3,3,3115.0,1136,1979.0,0.499,3704,70,0.458,0.365,0.0003139,0.99969
3206,717203958,Existing Customer,51,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,11512.0,988,10524.0,0.569,1842,32,1.133,0.086,0.00018665,0.99981
3217,710695083,Existing Customer,44,M,3,College,Single,$60K - $80K,Silver,32,4,1,3,28397.0,1421,26976.0,0.635,1635,31,0.824,0.05,8.4444e-05,0.99992
3219,795991758,Existing Customer,47,F,3,Unknown,Married,$40K - $60K,Blue,41,5,3,3,7553.0,660,6893.0,0.549,4079,67,0.457,0.087,0.00034503,0.99965
3221,810321933,Existing Customer,35,M,3,High School,Unknown,$80K - $120K,Blue,30,5,3,3,11229.0,1054,10175.0,0.552,1898,36,1.571,0.094,0.00030516,0.99969
3222,716235783,Existing Customer,45,M,3,College,Married,$40K - $60K,Blue,39,3,2,4,7109.0,866,6243.0,0.572,4047,75,0.667,0.122,0.00032945,0.99967
3225,804649833,Existing Customer,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,29,3,3,4,2533.0,1126,1407.0,0.788,3436,74,0.574,0.445,0.00062998,0.99937
3229,713199558,Existing Customer,57,F,3,Doctorate,Single,Less than $40K,Blue,44,5,3,2,1737.0,813,924.0,0.756,3669,58,0.812,0.468,0.00027008,0.99973
3235,712052058,Existing Customer,57,M,3,Graduate,Single,$40K - $60K,Blue,48,3,3,0,9426.0,1574,7852.0,0.791,4212,75,0.531,0.167,6.8853e-05,0.99993
3238,710248233,Existing Customer,37,M,3,College,Single,$40K - $60K,Blue,28,5,2,3,3490.0,1421,2069.0,1.125,3392,80,0.86,0.407,0.00019313,0.99981
3250,715354983,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,35,6,3,1,6327.0,0,6327.0,0.666,3653,77,0.674,0.0,0.00011256,0.99989
3266,714000108,Existing Customer,40,F,3,College,Divorced,Unknown,Blue,36,5,2,4,6772.0,0,6772.0,0.483,3658,66,0.65,0.0,0.00032945,0.99967
3268,708917133,Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,35,3,3,4,11851.0,0,11851.0,0.43,4498,73,0.622,0.0,0.00052052,0.99948
3270,709513458,Existing Customer,49,M,3,High School,Unknown,$60K - $80K,Blue,36,3,2,2,9551.0,1833,7718.0,1.675,3213,52,1.476,0.192,0.00011482,0.99989
3272,716573058,Attrited Customer,54,F,3,Doctorate,Unknown,Less than $40K,Blue,36,3,3,4,1438.3,0,1438.3,0.499,1598,40,0.29,0.0,0.99871,0.00128822
3273,827695683,Existing Customer,40,M,3,Uneducated,Single,$120K +,Blue,36,4,2,5,34516.0,1329,33187.0,0.574,3906,77,0.51,0.039,0.00060278,0.9994
3275,716977758,Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,3675.0,2517,1158.0,0.766,1913,35,0.667,0.685,0.99143,0.00857
3278,713516433,Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36,6,1,0,5383.0,737,4646.0,0.956,2934,80,0.633,0.137,2.0496e-05,0.99998
3279,715140933,Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Silver,39,5,2,4,21425.0,1459,19966.0,1.061,3704,60,0.538,0.068,0.00030619,0.99969
3280,712642533,Existing Customer,38,M,3,Unknown,Unknown,$80K - $120K,Blue,26,6,1,3,32866.0,2098,30768.0,0.549,3788,76,0.689,0.064,0.00010566,0.99989
3281,721498008,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,2,1438.3,0,1438.3,0.978,3966,57,0.781,0.0,0.00012144,0.99988
3287,716613933,Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,36,6,5,2,3417.0,1482,1935.0,0.705,3651,60,0.818,0.434,0.00020266,0.9998
3290,720026058,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,36,6,1,3,21378.0,1284,20094.0,1.101,3526,64,0.684,0.06,9.6126e-05,0.9999
3292,712644483,Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,39,5,3,1,20229.0,1217,19012.0,0.741,4270,62,0.55,0.06,0.00010943,0.99989
3294,789111483,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,34,5,3,4,16546.0,1850,14696.0,0.729,4255,75,0.562,0.112,0.00053543,0.99946
3295,709573533,Existing Customer,48,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,11191.0,0,11191.0,0.58,3914,71,0.775,0.0,5.8763e-05,0.99994
3296,807137808,Existing Customer,45,M,3,High School,Divorced,$60K - $80K,Blue,40,4,1,2,17576.0,0,17576.0,0.667,3494,67,0.718,0.0,5.5559e-05,0.99994
3299,717222033,Existing Customer,40,F,3,Unknown,Single,Less than $40K,Blue,28,3,1,4,1647.0,1198,449.0,0.76,4272,76,0.81,0.727,0.00018025,0.99982
3316,826717533,Existing Customer,42,M,3,Graduate,Unknown,$80K - $120K,Blue,38,6,1,1,16105.0,724,15381.0,0.949,4631,76,0.767,0.045,3.4465e-05,0.99997
3317,789334458,Existing Customer,43,F,3,Graduate,Unknown,Unknown,Silver,33,3,1,3,34516.0,1858,32658.0,0.622,4197,67,0.523,0.054,8.6856e-05,0.99991
3318,814092858,Existing Customer,49,F,3,Graduate,Unknown,Unknown,Blue,44,5,2,1,2222.0,694,1528.0,0.903,4372,65,0.711,0.312,7.1226e-05,0.99993
3320,803124408,Attrited Customer,41,F,3,Unknown,Married,Unknown,Blue,35,2,3,5,11538.0,0,11538.0,0.507,1926,53,0.432,0.0,0.99902,0.00098036
3328,709297608,Attrited Customer,38,M,3,College,Single,$80K - $120K,Blue,26,3,3,2,1438.3,0,1438.3,0.399,1585,32,0.455,0.0,0.99452,0.00548
3331,716040783,Existing Customer,45,F,3,Graduate,Unknown,Less than $40K,Silver,36,3,2,2,14521.0,0,14521.0,0.41,4178,66,0.467,0.0,0.00010672,0.99989
3333,827055333,Existing Customer,43,M,3,Graduate,Single,$40K - $60K,Blue,39,5,3,5,8513.0,1042,7471.0,0.702,2015,37,0.682,0.122,0.00092621,0.99907
3338,780715683,Existing Customer,41,M,3,Doctorate,Single,$60K - $80K,Blue,30,4,1,3,13602.0,0,13602.0,0.699,3582,69,0.683,0.0,0.0001391,0.99986
3339,827341383,Existing Customer,38,M,3,Graduate,Single,Less than $40K,Blue,34,5,3,2,3094.0,1317,1777.0,0.957,3607,81,0.884,0.426,0.00018665,0.99981
3342,713919183,Existing Customer,50,M,3,Unknown,Married,$80K - $120K,Blue,39,5,3,4,13824.0,1582,12242.0,0.522,4630,74,0.644,0.114,0.00058851,0.99941
3352,756624183,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,44,6,1,3,7742.0,2024,5718.0,0.929,3507,69,0.568,0.261,9.6126e-05,0.9999
3354,714629358,Attrited Customer,54,F,3,Graduate,Divorced,$40K - $60K,Blue,34,2,3,4,4948.0,0,4948.0,0.392,1796,41,0.519,0.0,0.99814,0.00186317
3359,712980333,Existing Customer,33,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,3,24149.0,1848,22301.0,0.731,2584,66,0.833,0.077,0.0003139,0.99969
3361,822112383,Existing Customer,52,M,3,College,Married,$60K - $80K,Blue,48,5,1,2,1438.3,0,1438.3,0.618,3769,73,0.659,0.0,5.5564e-05,0.99994
3363,719987733,Attrited Customer,51,F,3,Unknown,Single,$40K - $60K,Blue,38,3,3,3,5026.0,0,5026.0,0.564,1844,37,0.609,0.0,0.99711,0.00288892
3366,719657583,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,40,2,2,6,9502.0,2457,7045.0,0.915,2310,57,0.676,0.259,0.99903,0.00097026
3369,711529383,Existing Customer,47,F,3,Graduate,Married,$40K - $60K,Blue,41,4,1,4,6602.0,1224,5378.0,0.665,3163,73,0.825,0.185,0.00016399,0.99984
3370,715371108,Attrited Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,40,3,3,2,3728.0,0,3728.0,0.358,1632,42,0.448,0.0,0.99467,0.00533
3375,780056733,Existing Customer,36,M,3,Unknown,Single,$40K - $60K,Blue,22,3,6,3,8436.0,2517,5919.0,0.807,2627,63,1.032,0.298,0.00027238,0.99973
3377,716014983,Existing Customer,56,F,3,High School,Single,Less than $40K,Blue,48,6,5,3,8340.0,1902,6438.0,0.81,3755,77,0.833,0.228,0.00034083,0.99966
3378,712521783,Existing Customer,54,M,3,Graduate,Unknown,$80K - $120K,Blue,47,6,2,4,15108.0,1288,13820.0,0.684,3713,65,0.512,0.085,0.00033886,0.99966
3379,780045708,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Silver,26,6,2,2,15104.0,1204,13900.0,0.824,4259,79,0.58,0.08,0.00010672,0.99989
3384,709716258,Existing Customer,48,M,3,High School,Unknown,$80K - $120K,Blue,36,3,1,3,7633.0,1707,5926.0,0.529,1807,58,0.657,0.224,9.3448e-05,0.99991
3385,737986083,Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,39,4,1,4,23642.0,2049,21593.0,0.719,3139,54,0.636,0.087,0.00015942,0.99984
3386,713343333,Existing Customer,42,M,3,Unknown,Married,$40K - $60K,Blue,29,4,3,4,6698.0,1327,5371.0,0.798,4065,77,0.711,0.198,0.00058851,0.99941
3388,714973758,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,2,1438.3,1002,436.3,1.306,2004,25,0.667,0.697,0.00018665,0.99981
3389,718009158,Existing Customer,50,F,3,Uneducated,Single,Less than $40K,Blue,41,4,2,2,2563.0,1860,703.0,0.68,3774,83,0.804,0.726,0.00012144,0.99988
3394,708637758,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,37,4,3,4,17345.0,545,16800.0,0.905,3523,64,0.829,0.031,0.00053543,0.99946
3396,821815458,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,44,5,1,1,19272.0,1519,17753.0,0.557,3398,67,0.763,0.079,3.3505e-05,0.99997
3397,711708408,Existing Customer,52,F,3,High School,Married,Unknown,Blue,43,4,3,2,4798.0,0,4798.0,0.583,3967,72,0.636,0.0,0.00018145,0.99982
3398,812449758,Attrited Customer,43,M,3,High School,Single,$60K - $80K,Blue,38,2,3,2,12254.0,0,12254.0,0.705,2129,42,0.355,0.0,0.99452,0.00548
3399,715682208,Existing Customer,49,M,3,Doctorate,Married,$80K - $120K,Blue,36,4,1,4,9549.0,0,9549.0,0.712,4629,76,0.652,0.0,0.0002373,0.99976
3401,714744783,Existing Customer,48,F,3,Unknown,Married,Less than $40K,Blue,36,3,1,4,6197.0,1219,4978.0,0.552,3825,67,0.675,0.197,0.00018025,0.99982
3402,710809833,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Silver,27,3,1,2,34516.0,0,34516.0,0.834,3193,53,0.559,0.0,5.164e-05,0.99995
3406,772607433,Existing Customer,50,M,3,High School,Married,$80K - $120K,Blue,40,6,2,4,4514.0,2016,2498.0,0.313,4107,59,0.639,0.447,0.00032942,0.99967
3408,778502958,Existing Customer,47,M,3,Unknown,Divorced,$60K - $80K,Silver,35,4,2,5,29812.0,2031,27781.0,0.767,2385,50,0.515,0.068,0.00058226,0.99942
3419,716332533,Existing Customer,38,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,1,3,3509.0,1819,1690.0,0.894,4712,84,0.909,0.518,0.00010566,0.99989
3421,719335233,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Silver,27,5,3,4,14335.0,938,13397.0,0.445,3610,75,0.531,0.065,0.00049746,0.9995
3422,779683683,Existing Customer,47,M,3,High School,Single,$40K - $60K,Blue,31,6,3,2,4005.0,1985,2020.0,1.356,2344,34,0.7,0.496,0.00018145,0.99982
3427,789220008,Existing Customer,56,M,3,High School,Married,$80K - $120K,Blue,45,5,2,2,4531.0,0,4531.0,0.491,1425,27,1.077,0.0,0.00011482,0.99989
3428,716436483,Existing Customer,45,F,3,Uneducated,Unknown,Less than $40K,Blue,36,4,4,3,6245.0,0,6245.0,0.554,2521,50,0.667,0.0,0.00039004,0.99961
3433,720119808,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,3,2,2,24126.0,948,23178.0,0.616,3342,52,0.677,0.039,0.00011482,0.99989
3436,794560833,Attrited Customer,47,F,3,Graduate,Married,$40K - $60K,Blue,31,6,3,6,5496.0,0,5496.0,0.548,1913,34,0.308,0.0,0.99939,0.00061414
3441,710333883,Attrited Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,37,5,2,2,8808.0,390,8418.0,0.628,1905,42,0.448,0.044,0.99161,0.00839
3442,715401633,Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,35,3,1,2,4469.0,2002,2467.0,0.669,2111,38,0.462,0.448,5.7151e-05,0.99994
3450,717262833,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,36,5,2,4,2964.0,2043,921.0,0.692,4345,69,0.468,0.689,0.00037246,0.99963
3452,711079308,Attrited Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,27,4,2,3,15186.0,0,15186.0,0.483,1884,33,0.435,0.0,0.99499,0.00501
3453,794510358,Existing Customer,41,M,3,Graduate,Married,$80K - $120K,Blue,26,6,3,3,33408.0,0,33408.0,0.816,3754,77,0.878,0.0,0.0003139,0.99969
3455,779400183,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,31,3,3,4,2934.0,2517,417.0,0.868,2484,55,0.774,0.858,0.00053543,0.99946
3456,716636808,Existing Customer,39,M,3,Graduate,Single,$120K +,Blue,36,4,2,2,34516.0,0,34516.0,0.754,3572,55,0.667,0.0,0.00011811,0.99988
3458,710521383,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,38,6,2,0,9810.0,1838,7972.0,0.661,2247,41,0.64,0.187,4.4796e-05,0.99996
3462,787491483,Existing Customer,41,M,3,Unknown,Divorced,$80K - $120K,Blue,29,5,2,3,30733.0,1153,29580.0,0.987,3455,80,0.702,0.038,0.00021834,0.99978
3464,714215058,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,33,5,2,4,6848.0,0,6848.0,0.962,4006,82,0.822,0.0,0.00032942,0.99967
3466,715118058,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,36,3,3,1,20274.0,2100,18174.0,0.584,5274,66,0.61,0.104,0.00011256,0.99989
3468,720865383,Existing Customer,53,M,3,Graduate,Single,$120K +,Blue,45,4,3,1,3378.0,1852,1526.0,0.483,4437,50,1.0,0.548,0.00011256,0.99989
3472,711205758,Attrited Customer,45,M,3,College,Single,$80K - $120K,Silver,33,1,3,3,34516.0,0,34516.0,1.492,2534,43,0.433,0.0,0.99639,0.00361221
3479,708784908,Existing Customer,47,F,3,Graduate,Unknown,Unknown,Blue,34,5,1,4,18064.0,2039,16025.0,0.89,4435,88,0.796,0.113,0.00016399,0.99984
3480,714332658,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,35,5,2,4,5596.0,1086,4510.0,0.587,3896,65,0.757,0.194,0.00033886,0.99966
3482,718270833,Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver,40,6,3,3,13991.0,1580,12411.0,0.864,4100,74,0.721,0.113,0.00033374,0.99967
3483,721268133,Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,5,2,2,11366.0,2109,9257.0,0.993,3495,70,0.795,0.186,0.00013897,0.99986
3484,795343683,Existing Customer,40,F,3,High School,Single,Less than $40K,Blue,34,5,1,3,1707.0,989,718.0,0.555,3935,76,0.52,0.579,9.3448e-05,0.99991
3491,714387108,Existing Customer,51,M,3,Graduate,Single,$80K - $120K,Blue,43,4,2,3,10458.0,0,10458.0,0.587,3481,51,0.5,0.0,0.00019864,0.9998
3499,717358158,Existing Customer,46,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,1,2,5489.0,1189,4300.0,0.95,3215,64,0.882,0.217,5.8763e-05,0.99994
3501,826471458,Attrited Customer,42,M,3,Graduate,Married,Less than $40K,Blue,38,2,3,3,6967.0,1767,5200.0,0.54,1919,38,0.52,0.254,0.99683,0.00317458
3502,794579658,Existing Customer,47,M,3,High School,Married,$80K - $120K,Blue,32,3,2,2,23424.0,2517,20907.0,0.762,3537,73,0.738,0.107,0.00011482,0.99989
3503,717052158,Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,32,3,2,2,21718.0,2386,19332.0,0.743,3492,66,0.692,0.11,0.00011482,0.99989
3504,818311533,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,48,5,3,1,4908.0,1429,3479.0,0.745,3535,65,0.667,0.291,0.00011574,0.99988
3511,717451833,Existing Customer,45,F,3,Uneducated,Divorced,Unknown,Blue,36,6,3,2,20356.0,2517,17839.0,0.607,4547,67,0.861,0.124,0.00019191,0.99981
3517,720563058,Existing Customer,56,F,3,College,Single,Unknown,Blue,43,6,1,3,1816.0,1052,764.0,0.547,4175,65,0.667,0.579,9.3457e-05,0.99991
3522,827691858,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,42,3,2,4,7616.0,1251,6365.0,0.581,2006,52,0.405,0.164,0.00032945,0.99967
3527,815851233,Attrited Customer,52,M,3,High School,Single,$120K +,Blue,47,6,1,3,19032.0,0,19032.0,0.417,1726,42,0.312,0.0,0.98941,0.01059
3531,712546233,Existing Customer,51,F,3,Unknown,Single,Less than $40K,Blue,39,5,1,3,2990.0,0,2990.0,0.598,4065,76,0.767,0.0,0.00010566,0.99989
3532,772148058,Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K,Blue,34,6,6,3,2210.0,759,1451.0,0.892,2755,53,0.559,0.343,0.00024781,0.99975
3538,709289358,Existing Customer,46,M,3,Graduate,Single,$80K - $120K,Blue,38,4,1,2,8101.0,1266,6835.0,0.615,3226,53,0.71,0.156,5.7151e-05,0.99994
3541,714216033,Existing Customer,51,M,3,Doctorate,Married,$120K +,Blue,42,4,1,2,11600.0,738,10862.0,0.692,3488,80,0.778,0.064,8.2704e-05,0.99992
3544,769063308,Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,39,6,2,2,29003.0,2323,26680.0,0.671,1676,36,0.714,0.08,0.00013897,0.99986
3545,715136583,Existing Customer,51,M,3,High School,Single,$40K - $60K,Blue,36,4,3,4,5000.0,942,4058.0,0.604,4077,81,0.653,0.188,0.00052052,0.99948
3554,772669833,Existing Customer,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,33,4,3,2,16037.0,0,16037.0,0.558,3048,70,0.75,0.0,0.00021962,0.99978
3556,806641683,Existing Customer,44,M,3,Uneducated,Married,$80K - $120K,Silver,39,5,2,2,34516.0,1461,33055.0,0.646,3416,70,0.707,0.042,0.00010973,0.99989
3559,710294808,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,36,4,1,2,2188.0,1241,947.0,0.782,4509,67,0.675,0.567,5.5559e-05,0.99994
3562,824795358,Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,45,3,3,0,1638.0,1038,600.0,0.718,4150,70,0.591,0.634,6.6935e-05,0.99993
3563,715196508,Existing Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,3,2,3538.0,0,3538.0,0.653,4123,74,0.762,0.0,0.00018665,0.99981
3570,778375458,Existing Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,32,6,3,3,30820.0,1724,29096.0,0.948,3402,75,0.923,0.056,0.0003139,0.99969
3574,709626858,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,31,3,3,4,4985.0,1379,3606.0,0.896,4222,61,0.605,0.277,0.00052052,0.99948
3577,721462458,Existing Customer,52,F,3,High School,Married,Unknown,Blue,42,3,2,1,23858.0,1179,22679.0,0.671,3784,69,0.683,0.049,6.9242e-05,0.99993
3579,769962933,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,34,4,1,4,6728.0,1192,5536.0,0.687,5244,75,0.471,0.177,0.00016399,0.99984
3584,718877883,Attrited Customer,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,1,1,5644.0,2517,3127.0,0.86,2440,44,0.76,0.446,0.97428,0.02572
3586,718366983,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Blue,31,6,2,4,18584.0,2446,16138.0,0.76,3504,64,0.882,0.132,0.00033886,0.99966
3587,719604858,Attrited Customer,45,F,3,Unknown,Married,Less than $40K,Blue,31,4,3,3,5941.0,0,5941.0,0.522,2196,37,0.233,0.0,0.99711,0.00288892
3590,712986483,Existing Customer,32,M,3,College,Unknown,$80K - $120K,Blue,36,3,5,2,15412.0,0,15412.0,0.589,3993,73,0.659,0.0,0.00020268,0.9998
3593,716805408,Existing Customer,52,M,3,Doctorate,Married,$60K - $80K,Blue,40,6,2,2,5376.0,804,4572.0,0.51,4511,74,0.682,0.15,0.00017091,0.99983
3597,804462633,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,38,3,3,3,7084.0,0,7084.0,0.523,2287,44,0.294,0.0,0.99673,0.00326528
3598,709321908,Attrited Customer,47,M,3,High School,Single,$80K - $120K,Blue,29,2,2,3,7498.0,2319,5179.0,0.484,1676,51,0.759,0.309,0.99485,0.00515
3602,711964533,Existing Customer,44,M,3,College,Married,$40K - $60K,Blue,36,3,3,2,6111.0,2517,3594.0,0.733,4155,68,0.659,0.412,0.00018146,0.99982
3604,717983058,Existing Customer,41,F,3,Graduate,Married,$40K - $60K,Blue,29,5,1,3,1982.0,1068,914.0,0.881,3058,58,0.871,0.539,9.6126e-05,0.9999
3607,712076358,Existing Customer,46,M,3,High School,Single,$120K +,Blue,34,5,3,2,5155.0,868,4287.0,0.882,3535,57,1.111,0.168,0.00018145,0.99982
